day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	UK	United Kingdom	2729	300	9308004	3371804	103783	10573
d136	2019-05-16	UK	United Kingdom	2863	327	10254636	3641919	117623	11995
d135	2019-05-15	UK	United Kingdom	2397	316	6408130	2318355	76326	8923
d134	2019-05-14	UK	United Kingdom	2453	327	5907567	2036583	82336	9537
d133	2019-05-13	UK	United Kingdom	2365	329	6513746	2369591	94802	17421
d132	2019-05-12	UK	United Kingdom	2181	321	4837861	1710946	68195	10414
d131	2019-05-11	UK	United Kingdom	2293	352	5336436	1919822	76381	10525
d130	2019-05-10	UK	United Kingdom	2399	366	5626597	2090830	89303	13898
d129	2019-05-09	UK	United Kingdom	1872	371	3849778	1274338	47083	6368
d128	2019-05-08	UK	United Kingdom	1933	383	6493849	2196348	87865	14565
d127	2019-05-07	UK	United Kingdom	1974	419	7402528	2856324	106680	13282
d126	2019-05-06	UK	United Kingdom	1588	396	4606261	1724347	52133	7271
d125	2019-05-05	UK	United Kingdom	1589	415	5137765	1882822	56732	11891
d124	2019-05-04	UK	United Kingdom	1542	441	4804210	1865879	51575	9518
d123	2019-05-03	UK	United Kingdom	2005	620	7224601	2639418	86087	15188
d122	2019-05-02	UK	United Kingdom	4119	1085	12313719	3672727	208480	19679
d121	2019-05-01	UK	United Kingdom	4625	1152	12743268	4279819	236635	27557
d120	2019-04-30	UK	United Kingdom	4148	1080	8894990	2797586	149072	16946
d119	2019-04-29	UK	United Kingdom	3965	1025	7903835	2471317	128420	12483
d118	2019-04-28	UK	United Kingdom	3694	958	6229494	1873855	111076	9353
d117	2019-04-27	UK	United Kingdom	3265	919	4951185	1576140	64448	6624
d116	2019-04-26	UK	United Kingdom	3192	889	6522812	2285507	84064	14888
d115	2019-04-25	UK	United Kingdom	3047	856	7083837	2316502	102384	16285
d114	2019-04-24	UK	United Kingdom	3168	810	10313224	3664387	145148	14322
d113	2019-04-23	UK	United Kingdom	2514	791	4119883	1366351	47887	6004
d112	2019-04-22	UK	United Kingdom	2399	767	4554168	1698471	44625	6200
d111	2019-04-21	UK	United Kingdom	2384	773	3479958	1133121	38100	4190
d110	2019-04-20	UK	United Kingdom	2386	791	3146198	973790	35600	3750
d109	2019-04-19	UK	United Kingdom	2490	817	3327676	1024886	39130	3930
d108	2019-04-18	UK	United Kingdom	2970	841	4215020	1153629	101878	5214
d107	2019-04-17	UK	United Kingdom	2481	804	3541461	1104051	53842	5091
d106	2019-04-16	UK	United Kingdom	2414	781	4173108	1525521	56939	8010
d105	2019-04-15	UK	United Kingdom	2423	801	3654490	1158302	43182	4421
d104	2019-04-14	UK	United Kingdom	2376	813	3410064	1127438	39220	4174
d103	2019-04-13	UK	United Kingdom	2371	814	3431690	1138071	40205	4392
d102	2019-04-12	UK	United Kingdom	2782	844	7606577	2832089	86416	13297
d101	2019-04-11	UK	United Kingdom	2830	858	6807136	2421677	88259	13483
d100	2019-04-10	UK	United Kingdom	2672	831	5684506	1955245	72643	10297
d099	2019-04-09	UK	United Kingdom	2721	825	9079421	3428275	98277	15148
d098	2019-04-08	UK	United Kingdom	2729	792	5158099	1621426	75541	10282
d097	2019-04-07	UK	United Kingdom	2393	760	4187759	1442183	56993	8426
d096	2019-04-06	UK	United Kingdom	2400	777	4349824	1515829	59031	8762
d095	2019-04-05	UK	United Kingdom	2443	812	4643101	1593476	54822	7490
d094	2019-04-04	UK	United Kingdom	2301	792	6206891	1899594	79463	10593
d093	2019-04-03	UK	United Kingdom	2122	753	5318792	1782163	66992	10332
d092	2019-04-02	UK	United Kingdom	2053	702	6363185	2079567	75577	10634
d091	2019-04-01	UK	United Kingdom	2190	665	5109571	1645145	70997	7570
d090	2019-03-31	UK	United Kingdom	2093	677	3673162	1165907	53343	7328
d089	2019-03-30	UK	United Kingdom	2125	687	3957927	1257404	55723	7239
d088	2019-03-29	UK	United Kingdom	2091	737	4148093	1334315	59341	7509
d087	2019-03-28	UK	United Kingdom	2091	741	5550798	1924276	71915	10464
d086	2019-03-27	UK	United Kingdom	2002	687	4709282	1493341	60168	8128
d085	2019-03-26	UK	United Kingdom	2667	694	6870500	2238697	92507	11097
d084	2019-03-25	UK	United Kingdom	3407	723	6442152	1819859	140683	10961
d083	2019-03-24	UK	United Kingdom	3136	687	4400733	1252673	95471	5191
d082	2019-03-23	UK	United Kingdom	2340	720	3890740	1208625	55380	5324
d081	2019-03-22	UK	United Kingdom	2334	730	9252459	3638043	110131	22626
d080	2019-03-21	UK	United Kingdom	2491	735	9122238	3257205	130801	16478
d079	2019-03-20	UK	United Kingdom	2706	676	8813746	2953056	116665	13319
d078	2019-03-19	UK	United Kingdom	2315	640	9169380	3151209	109900	15289
d077	2019-03-18	UK	United Kingdom	2014	612	5272716	1583082	70032	9667
d076	2019-03-17	UK	United Kingdom	1808	578	4633677	1335433	50736	6695
d075	2019-03-16	UK	United Kingdom	1659	574	3454316	1065855	40067	4833
d074	2019-03-15	UK	United Kingdom	1985	605	7902164	2719325	94871	8107
