week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w010	Week 10	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	4	1	385772	181637	1096	200
w010	Week 10	AT	Austria	European Parliament		178362315106	Facebook	13	1	274194	96802	1792	309
w010	Week 10	AT	Austria	Harald Vilimsky		547597092025909	Facebook	5	1	216580	97132	3413	673
w010	Week 10	AT	Austria	Kialo		729627343834501	Facebook	15	1	84241	26077	587	119
w010	Week 10	AT	Austria	NRC Flüchtlingshilfe Österreich		1860307574279839	Facebook	2	1	74998	29999	498	99
w010	Week 10	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	24	1	63213	12343	954	112
w010	Week 10	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	6	1	57116	24581	430	101
w010	Week 10	AT	Austria	Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	13	1	54845	12396	614	93
w010	Week 10	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	21	1	49432	10937	629	43
w010	Week 10	AT	Austria	Klang der Solidarität		385076005313967	Facebook	17	1	38649	17343	43	1
w010	Week 10	AT	Austria	Tierschutzvolksbegehren		1642678769161065	Facebook	8	1	28992	8000	792	0
w010	Week 10	AT	Austria	dieUmweltDruckerei		121763211191717	Facebook	1	1	25939	5187	51	0
w010	Week 10	AT	Austria	Peter Haubner		276851356116014	Facebook	12	1	22577	6322	358	22
w010	Week 10	AT	Austria	Assistance au Financement Humanitaire		2057244924390350	Facebook	3	1	19533	8714	203	0
w010	Week 10	AT	Austria	Bürgermeister Klaus Luger		563675796999816	Facebook	1	1	19444	3888	38	0
w010	Week 10	AT	Austria	KPÖ PLUS Salzburg	KPÖ PLUS	548091638575123	Facebook	3	1	18287	7644	230	0
w010	Week 10	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	7	1	17792	3567	91	13
w010	Week 10	AT	Austria	MehrRespekt.at		2122005974715516	Facebook	3	1	17302	4060	79	0
w010	Week 10	AT	Austria	Audible		116580098376181	Facebook	2	1	16720	3294	57	0
w010	Week 10	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	5	1	14270	5545	117	18
w010	Week 10	AT	Austria	Coconut Bowls		451945511677873	Facebook	50	1	14235	3917	57	0
w010	Week 10	AT	Austria	GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	9	1	13829	2416	412	0
w010	Week 10	AT	Austria	ARGE AIWWF		429332317092364	Facebook	1	1	13605	6802	13	0
w010	Week 10	AT	Austria	Ecofario		272030610211773	Facebook	1	1	12876	2575	25	0
w010	Week 10	AT	Austria	AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	2	1	12749	2550	127	25
