country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	vilnius_county	Vilnius County	2432	584	5087527	1591204	23459	1855
LT	Lithuania	kaunas_county	Kaunas County	2173	520	1768232	609063	8445	731
LT	Lithuania	klaipeda_county	Klaipėda County	1919	445	918658	266987	4097	222
LT	Lithuania	siauliai_county	Šiauliai County	1771	425	527963	202470	2969	202
LT	Lithuania	panevezys_county	Panevėžys County	1665	388	321102	110153	910	102
LT	Lithuania	utena_county	Utena County	1511	344	221719	59365	664	24
LT	Lithuania	alytus_county	Alytus County	1534	346	221667	68155	621	42
LT	Lithuania	marijampole_county	Marijampolė County	1523	345	204522	89011	594	42
LT	Lithuania	telsiai_county	Telšiai County	1528	359	160354	62513	711	53
LT	Lithuania	taurage_county	Tauragė County	1405	315	70984	28586	284	21
