region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
greater_poland_voivodeship	Greater Poland Voivodeship	PL	Poland	119	37	410807	102346	1288	208
kuyavian_pomeranian_voivodeship	Kuyavian-Pomeranian Voivodeship	PL	Poland	110	36	415910	122314	1279	255
lesser_poland_voivodeship	Lesser Poland Voivodeship	PL	Poland	117	32	190770	53994	935	114
lower_silesian_voivodeship	Lower Silesian Voivodeship	PL	Poland	106	31	187653	50806	774	171
lublin_voivodeship	Lublin Voivodeship	PL	Poland	89	25	50361	16030	273	18
lubusz_voivodeship	Lubusz Voivodeship	PL	Poland	100	27	142821	29067	378	51
masovian_voivodeship	Masovian Voivodeship	PL	Poland	160	48	939970	245643	3406	562
opole_voivodeship	Opole Voivodeship	PL	Poland	100	30	37293	13823	342	56
podkarpackie_voivodeship	Podkarpackie Voivodeship	PL	Poland	107	25	815601	247421	2646	461
podlaskie_voivodeship	Podlaskie Voivodeship	PL	Poland	96	29	209221	66172	573	86
pomeranian_voivodeship	Pomeranian Voivodeship	PL	Poland	102	30	225510	56882	768	84
silesian_voivodeship	Silesian Voivodeship	PL	Poland	138	43	626207	169044	2175	367
warmian_masurian_voivodeship	Warmian-Masurian Voivodeship	PL	Poland	105	34	295603	104149	831	145
west_pomeranian_voivodeship	West Pomeranian Voivodeship	PL	Poland	97	29	96464	25336	349	22
lodz_voivodeship	Łódź Voivodeship	PL	Poland	98	31	122704	36830	449	39
swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	98	32	19957	5867	109	7
