day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	LV	Latvia	130	39	501026	172958	2765	326
d126	2019-05-06	LV	Latvia	136	41	537276	180583	2846	326
d125	2019-05-05	LV	Latvia	149	45	417032	131778	2369	109
d124	2019-05-04	LV	Latvia	157	48	766719	277344	4115	601
d123	2019-05-03	LV	Latvia	159	53	711413	250100	3438	526
d122	2019-05-02	LV	Latvia	155	60	749838	265311	3688	618
d121	2019-05-01	LV	Latvia	151	57	704145	252706	3717	620
d120	2019-04-30	LV	Latvia	177	60	720994	254829	3586	625
d119	2019-04-29	LV	Latvia	198	59	706673	251489	3470	613
d118	2019-04-28	LV	Latvia	175	54	328446	104766	1244	144
d117	2019-04-27	LV	Latvia	179	59	363758	114900	1720	248
d116	2019-04-26	LV	Latvia	217	66	429645	127772	2041	289
d115	2019-04-25	LV	Latvia	190	67	372811	107755	1730	215
d114	2019-04-24	LV	Latvia	169	67	206947	71115	981	139
d113	2019-04-23	LV	Latvia	190	64	157113	63831	645	103
d112	2019-04-22	LV	Latvia	151	59	22604	8342	74	3
d111	2019-04-21	LV	Latvia	167	62	30628	11312	97	10
d110	2019-04-20	LV	Latvia	189	68	71630	18653	559	6
d109	2019-04-19	LV	Latvia	201	73	116621	29339	774	43
d108	2019-04-18	LV	Latvia	200	75	146752	38605	866	55
d107	2019-04-17	LV	Latvia	199	77	135121	36170	897	63
d106	2019-04-16	LV	Latvia	221	78	88366	26908	676	34
d105	2019-04-15	LV	Latvia	263	88	165709	60237	983	84
d104	2019-04-14	LV	Latvia	241	94	161730	62369	661	89
d103	2019-04-13	LV	Latvia	254	99	219913	80450	789	71
d102	2019-04-12	LV	Latvia	291	106	252938	99482	966	99
d101	2019-04-11	LV	Latvia	274	109	254885	99086	871	97
d100	2019-04-10	LV	Latvia	234	102	171493	60852	529	49
d099	2019-04-09	LV	Latvia	259	114	242936	93041	823	71
d098	2019-04-08	LV	Latvia	236	107	199601	82598	646	60
d097	2019-04-07	LV	Latvia	213	93	92964	27935	334	19
d096	2019-04-06	LV	Latvia	222	99	105865	30865	459	28
d095	2019-04-05	LV	Latvia	230	100	136987	37867	640	30
d094	2019-04-04	LV	Latvia	208	91	87010	25873	385	34
d093	2019-04-03	LV	Latvia	179	83	39820	13336	222	23
d092	2019-04-02	LV	Latvia	169	76	101875	39988	830	158
d091	2019-04-01	LV	Latvia	164	74	27348	10170	168	23
d090	2019-03-31	LV	Latvia	172	76	35047	11649	238	23
d089	2019-03-30	LV	Latvia	186	73	56495	18259	710	22
d088	2019-03-29	LV	Latvia	197	76	59216	18759	790	22
d087	2019-03-28	LV	Latvia	196	77	105466	40485	994	101
d086	2019-03-27	LV	Latvia	167	75	79239	24645	676	31
d085	2019-03-26	LV	Latvia	153	68	47655	13569	464	5
d084	2019-03-25	LV	Latvia	130	71	45273	12903	375	4
d083	2019-03-24	LV	Latvia	135	74	105336	25536	266	5
d082	2019-03-23	LV	Latvia	149	76	108583	27089	307	10
d081	2019-03-22	LV	Latvia	158	79	150814	34973	460	9
d080	2019-03-21	LV	Latvia	154	77	133663	31261	405	4
d079	2019-03-20	LV	Latvia	152	68	143911	30358	438	4
d078	2019-03-19	LV	Latvia	130	58	47911	10847	179	3
d077	2019-03-18	LV	Latvia	131	52	24460	6332	149	4
d076	2019-03-17	LV	Latvia	99	41	70020	15683	288	3
d075	2019-03-16	LV	Latvia	101	44	65488	14831	194	4
d074	2019-03-15	LV	Latvia	100	46	68938	16590	224	3
d073	2019-03-14	LV	Latvia	71	43	58688	23457	308	71
d072	2019-03-13	LV	Latvia	73	43	29310	8357	197	3
d071	2019-03-12	LV	Latvia	77	46	30388	8496	241	7
d070	2019-03-11	LV	Latvia	86	49	63553	23157	276	14
d069	2019-03-10	LV	Latvia	79	43	106885	44644	307	24
d068	2019-03-09	LV	Latvia	86	47	212657	67391	584	27
d067	2019-03-08	LV	Latvia	90	51	226181	74971	1048	140
d066	2019-03-07	LV	Latvia	71	38	116590	51270	281	34
d065	2019-03-06	LV	Latvia	74	32	60365	26405	121	16
d064	2019-03-05	LV	Latvia	104	32	68131	28506	152	15
d063	2019-03-04	LV	Latvia	54	29	55676	25448	110	15
d062	2019-03-03	LV	Latvia	46	26	27492	11346	40	1
d061	2019-03-02	LV	Latvia	47	27	27543	10847	129	1
d060	2019-03-01	LV	Latvia	49	29	26884	10916	40	2
d059	2019-02-28	LV	Latvia	50	26	46886	19142	116	15
d058	2019-02-27	LV	Latvia	49	26	27104	9734	102	16
d057	2019-02-26	LV	Latvia	47	27	27217	10232	100	16
d056	2019-02-25	LV	Latvia	47	27	30502	10891	110	17
d055	2019-02-24	LV	Latvia	42	25	44226	13154	135	15
d054	2019-02-23	LV	Latvia	43	24	45151	13619	144	15
d053	2019-02-22	LV	Latvia	46	26	57178	17759	183	20
d052	2019-02-21	LV	Latvia	44	27	23945	5932	63	4
d051	2019-02-20	LV	Latvia	43	27	15823	3897	48	2
d050	2019-02-19	LV	Latvia	44	28	14265	3152	42	1
d049	2019-02-18	LV	Latvia	45	27	19555	5812	67	6
d048	2019-02-17	LV	Latvia	39	24	7920	1889	28	1
d047	2019-02-16	LV	Latvia	39	25	7917	1887	28	1
d046	2019-02-15	LV	Latvia	36	21	7848	1857	27	1
d045	2019-02-14	LV	Latvia	32	18	1664	646	15	1
d044	2019-02-13	LV	Latvia	30	17	1572	602	15	1
d043	2019-02-12	LV	Latvia	31	18	686	199	4	0
d042	2019-02-11	LV	Latvia	28	16	110	35	0	0
d041	2019-02-10	LV	Latvia	24	14	53	20	0	0
d040	2019-02-09	LV	Latvia	26	16	8582	4284	42	8
d039	2019-02-08	LV	Latvia	27	16	89	27	0	0
d038	2019-02-07	LV	Latvia	29	17	2367	1149	33	6
d037	2019-02-06	LV	Latvia	30	18	1810	821	4	0
d036	2019-02-05	LV	Latvia	24	14	67	27	0	0
d035	2019-02-04	LV	Latvia	23	13	131	34	0	0
d034	2019-02-03	LV	Latvia	23	13	134	35	0	0
d033	2019-02-02	LV	Latvia	24	14	219	67	1	0
d032	2019-02-01	LV	Latvia	29	15	222	68	1	0
d031	2019-01-31	LV	Latvia	28	13	257	87	1	0
d030	2019-01-30	LV	Latvia	29	14	273	90	2	0
d029	2019-01-29	LV	Latvia	31	14	2943	1425	17	3
d028	2019-01-28	LV	Latvia	35	15	1571	594	2	0
d027	2019-01-27	LV	Latvia	25	12	1310	516	0	0
d026	2019-01-26	LV	Latvia	26	13	1351	524	1	0
d025	2019-01-25	LV	Latvia	26	12	1313	517	0	0
d024	2019-01-24	LV	Latvia	25	13	1286	504	0	0
d023	2019-01-23	LV	Latvia	26	13	1376	537	0	0
d022	2019-01-22	LV	Latvia	29	13	1453	579	1	0
d021	2019-01-21	LV	Latvia	27	13	1398	555	1	0
d020	2019-01-20	LV	Latvia	25	12	75	16	0	0
d019	2019-01-19	LV	Latvia	24	11	60	13	0	0
d018	2019-01-18	LV	Latvia	27	13	14566	6918	52	10
d017	2019-01-17	LV	Latvia	40	17	2124	581	11	0
d016	2019-01-16	LV	Latvia	28	14	503	108	9	0
d015	2019-01-15	LV	Latvia	30	16	5602	2161	55	8
d014	2019-01-14	LV	Latvia	29	15	655	182	11	0
d013	2019-01-13	LV	Latvia	25	14	688	206	11	0
d012	2019-01-12	LV	Latvia	25	14	688	206	11	0
d011	2019-01-11	LV	Latvia	26	15	586	141	9	0
d010	2019-01-10	LV	Latvia	28	15	673	178	10	0
d009	2019-01-09	LV	Latvia	25	15	342	133	3	0
d008	2019-01-08	LV	Latvia	25	15	316	126	4	0
d007	2019-01-07	LV	Latvia	21	11	598	292	3	0
d006	2019-01-06	LV	Latvia	20	10	245	116	2	0
d005	2019-01-05	LV	Latvia	20	10	241	98	2	0
d004	2019-01-04	LV	Latvia	23	12	257	105	2	0
d003	2019-01-03	LV	Latvia	26	14	272	111	2	0
d002	2019-01-02	LV	Latvia	25	13	525	238	3	0
d001	2019-01-01	LV	Latvia	25	13	326	152	1	0
