country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	prague	Prague	5005	713	7390501	2188004	27435	6343
CZ	Czechia	south_moravian_region	South Moravian Region	4635	632	3032432	914127	10594	2691
CZ	Czechia	moravian_silesian_region	Moravian-Silesian Region	4197	564	1286321	394711	4318	1059
CZ	Czechia	central_bohemian_region	Central Bohemian Region	4098	535	824741	242703	2542	589
CZ	Czechia	hradec_kralove_region	Hradec Králové Region	3607	482	597741	157025	1114	276
CZ	Czechia	plzen_region	Plzeň Region	3910	507	589887	155521	2377	472
CZ	Czechia	zlin_region	Zlín Region	3875	493	586035	153104	1730	407
CZ	Czechia	usti_nad_labem_region	Ústí nad Labem Region	3702	532	541083	178072	2456	536
CZ	Czechia	olomouc_region	Olomouc Region	3696	515	438812	131907	1974	448
CZ	Czechia	south_bohemian_region	South Bohemian Region	3613	483	435579	120249	1635	366
CZ	Czechia	pardubice_region	Pardubice Region	3488	456	240563	73211	828	194
CZ	Czechia	vysocina_region	Vysočina Region	3437	450	223289	69018	826	205
CZ	Czechia	liberec_region	Liberec Region	3491	460	205539	59975	774	175
CZ	Czechia	karlovy_vary_region	Karlovy Vary Region	3518	432	173163	44119	704	160
