recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	DE	Germany	5649	503	8735396	2450775	99248	2412
rd2	Last 2 days	2019-05-06	2019-05-07	DE	Germany	6075	569	19852956	5458760	230722	5907
rd3	Last 3 days	2019-05-05	2019-05-07	DE	Germany	6322	611	29307153	8171923	334851	9784
rd4	Last 4 days	2019-05-04	2019-05-07	DE	Germany	6524	658	39365595	11052813	441561	14414
rd5	Last 5 days	2019-05-03	2019-05-07	DE	Germany	7103	703	55253440	15719577	616014	27400
rd6	Last 6 days	2019-05-02	2019-05-07	DE	Germany	8796	740	69283614	19381563	867736	33777
rw1	Last week	2019-05-01	2019-05-07	DE	Germany	8941	773	72702923	20513487	899121	36641
rw2	Last 2 weeks	2019-04-24	2019-05-07	DE	Germany	12578	1052	107263366	30874049	1332999	62009
rw3	Last 3 weeks	2019-04-17	2019-05-07	DE	Germany	14916	1364	125896395	36498321	1602574	78846
rw4	Last 4 weeks	2019-04-10	2019-05-07	DE	Germany	18474	1964	165176499	49801434	2073130	123029
rm1	Last month	2019-04-08	2019-05-07	DE	Germany	20325	2137	178245776	53518138	2306928	139662
rm2	Last 2 months	2019-03-09	2019-05-07	DE	Germany	24927	3347	242394024	75120140	2923802	212873
rm3	Last 3 months	2019-02-07	2019-05-07	DE	Germany	26014	3453	256595103	80363216	3039633	229295
rm6	Last 6 months	2019-01-01	2019-05-07	DE	Germany	26395	3506	265324934	83626605	3098677	241059
