advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	u18_24	unknown (18-24)	FI	Finland	201	1	14030	5206	91	17
European Parliament		178362315106	Facebook	u18_24	unknown (18-24)	FI	Finland	36	1	9753	4136	80	31
Vihreät - De Gröna		33722070600	Facebook	u18_24	unknown (18-24)	FI	Finland	29	1	3058	1072	13	2
Oatly		585888148224935	Facebook	u18_24	unknown (18-24)	FI	Finland	5	1	1943	751	8	1
WWF Suomi		119054448115588	Facebook	u18_24	unknown (18-24)	FI	Finland	7	1	1785	867	7	1
XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	u18_24	unknown (18-24)	FI	Finland	19	1	1093	422	6	0
Kialo		729627343834501	Facebook	u18_24	unknown (18-24)	FI	Finland	288	1	790	286	6	1
Liban Sheikh		302959147221497	Facebook	u18_24	unknown (18-24)	FI	Finland	11	1	741	151	7	0
Mikkel Näkkäläjärvi		617733068345315	Facebook	u18_24	unknown (18-24)	FI	Finland	39	1	579	146	6	0
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	u18_24	unknown (18-24)	FI	Finland	3	1	568	221	1	0
Keskusta	Suomen Keskusta	55312855747	Facebook	u18_24	unknown (18-24)	FI	Finland	22	1	502	124	2	0
Amanda Pasanen		1590714481237792	Facebook	u18_24	unknown (18-24)	FI	Finland	4	1	481	108	7	3
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	u18_24	unknown (18-24)	FI	Finland	9	1	459	106	4	0
Sameli Sivonen		466817883509788	Facebook	u18_24	unknown (18-24)	FI	Finland	13	1	372	97	5	0
Miapetra Kumpula-Natri		922311201130062	Facebook	u18_24	unknown (18-24)	FI	Finland	22	1	348	91	5	0
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	u18_24	unknown (18-24)	FI	Finland	4	1	344	66	3	0
Svensk Ungdom - RKP-nuoret		172659206933	Facebook	u18_24	unknown (18-24)	FI	Finland	9	1	333	88	1	0
Kokoomus		201285237101	Facebook	u18_24	unknown (18-24)	FI	Finland	19	1	323	94	3	0
Kulta Katriina		1680771958806411	Facebook	u18_24	unknown (18-24)	FI	Finland	1	1	323	161	0	0
Vasemmistoliitto		60390955171	Facebook	u18_24	unknown (18-24)	FI	Finland	11	1	319	60	4	0
Plastic Free Picks		1235776649910885	Facebook	u18_24	unknown (18-24)	FI	Finland	4	1	314	56	4	0
Veli Paasimaa eduskuntaan		2500363800014955	Facebook	u18_24	unknown (18-24)	FI	Finland	2	1	302	120	3	0
Mai Kivelä		696021337144506	Facebook	u18_24	unknown (18-24)	FI	Finland	5	1	301	60	4	1
Give A Vote		2186129244970085	Facebook	u18_24	unknown (18-24)	FI	Finland	2	1	301	60	3	0
Kaisa Penny		259256970891807	Facebook	u18_24	unknown (18-24)	FI	Finland	6	1	288	116	2	0
