country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	0_1k	0 - 1k	2932	723	2011430	0	196868	6
BE	Belgium	1k_5k	1k - 5k	3080	991	10476785	2095776	206842	148
BE	Belgium	5k_10k	5k - 10k	1530	639	10664469	5332768	113821	2452
BE	Belgium	10k_50k	10k - 50k	2751	770	86742240	17348795	478437	79501
BE	Belgium	50k_100k	50k - 100k	781	259	45104551	22552501	248137	64903
BE	Belgium	100k_200k	100k - 200k	466	166	46552691	23276462	280247	78127
BE	Belgium	200k_500k	200k - 500k	360	121	92386532	36954687	524770	121391
BE	Belgium	500k_1m	500k - 1m	109	55	35521086	17760561	223577	48680
