advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	45_54	45-54	FI	Finland	281	1	3446051	1367814	20666	4897
European Parliament		178362315106	Facebook	45_54	45-54	FI	Finland	50	1	1001332	472237	7407	2752
WWF Suomi		119054448115588	Facebook	45_54	45-54	FI	Finland	25	1	641132	305673	2545	595
Vihreät - De Gröna	Vihreät - De Gröna	33722070600	Facebook	45_54	45-54	FI	Finland	82	1	398887	148745	1926	319
Kokoomus	Kokoomus	201285237101	Facebook	45_54	45-54	FI	Finland	557	1	294117	48676	11599	317
Keskusta	Suomen Keskusta	55312855747	Facebook	45_54	45-54	FI	Finland	31	1	185427	46208	842	81
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	45_54	45-54	FI	Finland	16	1	178338	46025	2958	646
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	45_54	45-54	FI	Finland	14	1	170321	59877	1649	392
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	45_54	45-54	FI	Finland	40	1	167537	60444	1524	274
Liike Nyt		194677504471503	Facebook	45_54	45-54	FI	Finland	26	1	155902	43931	1488	300
Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	45_54	45-54	FI	Finland	46	1	145328	38874	866	41
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	45_54	45-54	FI	Finland	32	1	137460	31693	1002	116
K-Supermarket		380462231997295	Facebook	45_54	45-54	FI	Finland	6	1	125164	54571	2448	545
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	45_54	45-54	FI	Finland	54	1	107157	29399	1062	19
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	45_54	45-54	FI	Finland	45	1	104182	31332	953	83
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	45_54	45-54	FI	Finland	46	1	94832	32254	759	26
Piia Kurki	Piia Kurki	270567833058986	Facebook	45_54	45-54	FI	Finland	27	1	92919	22417	899	114
Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	45_54	45-54	FI	Finland	32	1	91617	21024	1101	110
Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	45_54	45-54	FI	Finland	6	1	89805	35063	170	17
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	45_54	45-54	FI	Finland	18	1	87818	18951	751	109
Camilla Gunell till EU 2019	Socialdemokraterna på Åland	360575481205047	Facebook	45_54	45-54	FI	Finland	18	1	84740	18023	819	116
Amnesty International - Suomen osasto		134934386349	Facebook	45_54	45-54	FI	Finland	16	1	80653	19225	353	9
Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	45_54	45-54	FI	Finland	113	1	78983	14117	2592	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	45_54	45-54	FI	Finland	13	1	75039	19354	1079	149
Oatly		585888148224935	Facebook	45_54	45-54	FI	Finland	3	1	74479	30636	590	116
