advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	harju_county	Harju County	EE	Estonia	8	1	549983	250856	1533	380
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	harju_county	Harju County	EE	Estonia	30	1	512343	202188	1528	306
European Parliament		178362315106	Facebook	harju_county	Harju County	EE	Estonia	23	1	431587	187617	4228	1041
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	harju_county	Harju County	EE	Estonia	28	1	379020	142113	1323	165
Veriff		959442754113350	Facebook	harju_county	Harju County	EE	Estonia	3	1	297713	131455	487	97
Isamaa erakond	Isamaa erakond	321163977576	Facebook	harju_county	Harju County	EE	Estonia	10	1	293700	121722	1206	374
Urmas Paet	Paet Urmas	223092011815453	Facebook	harju_county	Harju County	EE	Estonia	33	1	237491	51466	1143	32
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	harju_county	Harju County	EE	Estonia	77	1	171467	43914	982	20
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	harju_county	Harju County	EE	Estonia	34	1	162193	38944	1970	180
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	harju_county	Harju County	EE	Estonia	20	1	147908	54100	913	89
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	harju_county	Harju County	EE	Estonia	7	1	115909	42178	475	63
Jaak Madison	Madison Jaak	536519246456733	Facebook	harju_county	Harju County	EE	Estonia	11	1	94570	20655	453	41
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	harju_county	Harju County	EE	Estonia	32	1	71660	18326	2017	0
Triin Saag	Saag Triin	2012394932389774	Facebook	harju_county	Harju County	EE	Estonia	31	1	64490	18861	903	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	harju_county	Harju County	EE	Estonia	7	1	55119	10980	217	0
European Greens	European Greens	141366725876424	Facebook	harju_county	Harju County	EE	Estonia	11	1	50766	17350	172	24
Riina Solman		2003524753215343	Facebook	harju_county	Harju County	EE	Estonia	1	1	49999	10000	99	0
Johannes Kert		376562696439825	Facebook	harju_county	Harju County	EE	Estonia	1	1	49989	9998	498	99
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	harju_county	Harju County	EE	Estonia	3	1	46458	10654	301	43
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	harju_county	Harju County	EE	Estonia	24	1	45002	9004	891	0
EMY		815299865514464	Facebook	harju_county	Harju County	EE	Estonia	2	1	22896	4579	80	0
Keskerakond	Keskerakond	161252453921396	Facebook	harju_county	Harju County	EE	Estonia	10	1	22298	5971	111	0
Pepe Mardiste		1436271733110292	Facebook	harju_county	Harju County	EE	Estonia	1	1	21892	4378	38	0
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	harju_county	Harju County	EE	Estonia	7	1	17356	3268	152	0
Rimi Eesti		217485440760	Facebook	harju_county	Harju County	EE	Estonia	1	1	17119	8560	85	17
Edasi.org		165505543854570	Facebook	harju_county	Harju County	EE	Estonia	1	1	14942	2988	29	0
Yoko Alender		709212302463805	Facebook	harju_county	Harju County	EE	Estonia	16	1	14675	3193	355	0
YanaToom.ee		2367048563336709	Facebook	harju_county	Harju County	EE	Estonia	2	1	14652	7326	145	0
Стражи		310613372788542	Facebook	harju_county	Harju County	EE	Estonia	6	1	13414	5665	167	0
Ablo		299078570887332	Facebook	harju_county	Harju County	EE	Estonia	8	1	13097	2439	191	0
Civil Liberties Union for Europe		1424938757739868	Facebook	harju_county	Harju County	EE	Estonia	1	1	12295	2459	24	0
Riho Terras		2217643278496367	Facebook	harju_county	Harju County	EE	Estonia	2	1	11936	3005	39	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	harju_county	Harju County	EE	Estonia	2	1	11756	2890	37	0
MTÜ Eesti Tuumajaam		153182254702931	Facebook	harju_county	Harju County	EE	Estonia	1	1	10913	2182	21	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	harju_county	Harju County	EE	Estonia	1	1	10773	2154	21	0
Happy Smile hambaravi		171947682909048	Facebook	harju_county	Harju County	EE	Estonia	4	1	9871	4441	165	0
Kialo		729627343834501	Facebook	harju_county	Harju County	EE	Estonia	353	1	8312	2730	47	12
