advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Urmas Paet	Paet Urmas	223092011815453	Facebook	polva_county	Põlva County	EE	Estonia	28	1	5529	1110	100	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	polva_county	Põlva County	EE	Estonia	7	1	4106	821	8	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	polva_county	Põlva County	EE	Estonia	80	1	997	247	14	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	polva_county	Põlva County	EE	Estonia	18	1	465	123	6	0
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	polva_county	Põlva County	EE	Estonia	6	1	398	188	0	0
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	polva_county	Põlva County	EE	Estonia	27	1	397	168	1	0
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	polva_county	Põlva County	EE	Estonia	30	1	374	126	1	0
Isamaa erakond	Isamaa erakond	321163977576	Facebook	polva_county	Põlva County	EE	Estonia	10	1	365	156	1	0
YanaToom.ee		2367048563336709	Facebook	polva_county	Põlva County	EE	Estonia	1	1	268	53	5	0
European Parliament		178362315106	Facebook	polva_county	Põlva County	EE	Estonia	22	1	260	104	2	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	polva_county	Põlva County	EE	Estonia	28	1	105	21	2	0
Tartumaa Rohelised		1353771811435346	Facebook	polva_county	Põlva County	EE	Estonia	1	1	96	19	0	0
Riho Terras		2217643278496367	Facebook	polva_county	Põlva County	EE	Estonia	3	1	87	18	0	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	polva_county	Põlva County	EE	Estonia	11	1	76	14	1	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	polva_county	Põlva County	EE	Estonia	6	1	66	25	0	0
Hanno Pevkur  #pevkur		1914863625428136	Facebook	polva_county	Põlva County	EE	Estonia	6	1	63	12	1	0
Keskerakond	Keskerakond	161252453921396	Facebook	polva_county	Põlva County	EE	Estonia	10	1	55	16	0	0
Veriff		959442754113350	Facebook	polva_county	Põlva County	EE	Estonia	3	1	43	18	0	0
Triin Saag	Saag Triin	2012394932389774	Facebook	polva_county	Põlva County	EE	Estonia	21	1	40	10	0	0
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	polva_county	Põlva County	EE	Estonia	1	1	35	7	0	0
European Greens	European Greens	141366725876424	Facebook	polva_county	Põlva County	EE	Estonia	10	1	28	10	0	0
Rimi Eesti		217485440760	Facebook	polva_county	Põlva County	EE	Estonia	1	1	25	12	0	0
Ablo		299078570887332	Facebook	polva_county	Põlva County	EE	Estonia	8	1	22	4	0	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	polva_county	Põlva County	EE	Estonia	1	1	17	3	0	0
Keskkonnaministeerium		274848805895621	Facebook	polva_county	Põlva County	EE	Estonia	1	1	16	3	0	0
