region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
harju_county	Harju County	EE	Estonia	2048	490	4152979	1482400	24151	2993
hiiu_county	Hiiu County	EE	Estonia	553	124	1310	332	3	0
ida_viru_county	Ida-Viru County	EE	Estonia	1109	256	87143	24202	902	18
jarva_county	Järva County	EE	Estonia	900	178	50570	17968	648	4
jogeva_county	Jõgeva County	EE	Estonia	816	162	6416	2003	47	2
laane_county	Lääne County	EE	Estonia	858	180	30460	12709	242	2
laane_viru_county	Lääne-Viru County	EE	Estonia	1047	220	215305	57681	1383	18
parnu_county	Pärnu County	EE	Estonia	1237	264	244226	93312	1901	249
polva_county	Põlva County	EE	Estonia	752	157	14040	3323	152	2
rapla_county	Rapla County	EE	Estonia	841	186	13174	3494	264	3
saare_county	Saare County	EE	Estonia	853	176	29224	9761	253	4
tartu_county	Tartu County	EE	Estonia	1635	367	549101	187552	2907	362
valga_county	Valga County	EE	Estonia	796	173	5116	1667	36	2
viljandi_county	Viljandi County	EE	Estonia	1057	221	79322	22264	1031	15
voru_county	Võru County	EE	Estonia	907	193	42415	9890	315	6
