recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	DK	Denmark	1154	211	1203352	356563	10678	2206
rd2	Last 2 days	2019-05-06	2019-05-07	DK	Denmark	1307	232	2857620	816999	25291	5164
rd3	Last 3 days	2019-05-05	2019-05-07	DK	Denmark	1444	257	4346438	1271333	38817	8139
rd4	Last 4 days	2019-05-04	2019-05-07	DK	Denmark	1581	280	6142434	1841753	53966	11504
rd5	Last 5 days	2019-05-03	2019-05-07	DK	Denmark	1711	302	8338707	2510122	71420	15599
rd6	Last 6 days	2019-05-02	2019-05-07	DK	Denmark	1858	318	10535205	3168799	90778	20037
rw1	Last week	2019-05-01	2019-05-07	DK	Denmark	2045	338	12407106	3724241	107606	23932
rw2	Last 2 weeks	2019-04-24	2019-05-07	DK	Denmark	3004	433	24333598	7252352	213000	49834
rw3	Last 3 weeks	2019-04-17	2019-05-07	DK	Denmark	3473	527	32136241	9704152	289648	69136
rw4	Last 4 weeks	2019-04-10	2019-05-07	DK	Denmark	4087	679	37383906	11285987	338290	79788
rm1	Last month	2019-04-08	2019-05-07	DK	Denmark	4213	729	38601226	11678948	350437	82407
rm2	Last 2 months	2019-03-09	2019-05-07	DK	Denmark	5734	1081	53588503	16432721	506473	115913
rm3	Last 3 months	2019-02-07	2019-05-07	DK	Denmark	6307	1160	59334810	18222750	561576	127024
rm6	Last 6 months	2019-01-01	2019-05-07	DK	Denmark	6517	1190	61142574	18842169	576141	130535
