age_code_filter	age_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
55_64	55-64	Britain's Future	Britain's Future	1625300137516491	Facebook	3898	1	21941857	6563638	254925	36650
55_64	55-64	Ciudadanos	Ciudadanos	74078667754	Facebook	4766	1	14584689	4508486	138064	11493
55_64	55-64	Partido Popular	Partido Popular	72249031214	Facebook	2897	1	11155997	3429496	105213	5927
55_64	55-64	Podemos	Unidas Podemos	269212336568846	Facebook	214	1	10690606	4838828	71723	19078
55_64	55-64	People's Vote UK	People's Vote	748608695327755	Facebook	3375	1	10176806	3312701	161661	27400
55_64	55-64	European Parliament		178362315106	Facebook	939	1	9094023	3972662	55800	12389
55_64	55-64	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	361	1	8402603	3465011	36637	7072
55_64	55-64	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	86	1	7858045	3488821	16831	4894
55_64	55-64	The Labour Party	The Labour Party	25749647410	Facebook	623	1	6646917	2628859	59632	13331
55_64	55-64	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	6618808	2403876	19070	2500
55_64	55-64	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3446	1	6313846	2015863	115791	12187
55_64	55-64	Conservatives	The Conservative Party	8807334278	Facebook	1748	1	6259930	2440443	79456	10580
55_64	55-64	38 Degrees	38 Degrees	200006375787	Facebook	642	1	6189830	2252659	42586	6140
55_64	55-64	SPD	SPD	47930567748	Facebook	6181	1	5955185	1518003	155316	6884
55_64	55-64	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	125	1	5299961	2220793	10006	2641
55_64	55-64	Partito Democratico		77034286895	Facebook	137	1	5255382	2300143	20834	4877
55_64	55-64	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	51	1	5003593	2356832	10475	4633
55_64	55-64	Best For Britain	Best for Britain	1863944713844924	Facebook	757	1	4687635	1927703	72667	16221
55_64	55-64	România în primul rând	Future Innovation	770704223323599	Facebook	81	1	3922936	1732297	5178	1199
55_64	55-64	The Brexit Party	The Brexit Party	230416667843105	Facebook	90	1	3734692	1768144	53073	15720
55_64	55-64	sp.a	sp.a	57253967150	Facebook	247	1	3672249	1335063	21733	4375
55_64	55-64	Sosialidemokraatit SDP		108945982480217	Facebook	271	1	3487850	1413577	20474	4342
55_64	55-64	Fidesz	Fidesz	9844779306	Facebook	76	1	3378029	1617031	11693	5756
55_64	55-64	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2213	1	3334332	1035621	52026	4716
55_64	55-64	Greenpeace France		39435457457	Facebook	124	1	3090958	1402984	16597	3827
55_64	55-64	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	27	1	3055217	1418902	9783	2390
55_64	55-64	FDP	FDP	21289227249	Facebook	2051	1	3031327	910940	28740	1914
55_64	55-64	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	102	1	2930995	1251492	26520	6246
55_64	55-64	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	2830327	1300605	21508	4646
55_64	55-64	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	106	1	2572575	1059860	11213	2577
55_64	55-64	Save the Children Italia		46590675335	Facebook	45	1	2561030	1168231	12238	3086
55_64	55-64	WeWorld Onlus		299584710061488	Facebook	328	1	2516716	995291	12253	1693
55_64	55-64	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	165	1	2476723	1147805	9860	2110
55_64	55-64	Un país moderno	Unidas Podemos	577723459314066	Facebook	44	1	2379631	1026127	17461	3495
55_64	55-64	SPÖ	SPÖ	77393060080	Facebook	583	1	2349171	811902	20676	3110
55_64	55-64	CDU	CDU	78502295414	Facebook	3169	1	2319541	565251	23421	513
55_64	55-64	Harald Vilimsky		547597092025909	Facebook	176	1	2236062	954117	23390	5462
55_64	55-64	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	81	1	2234843	936790	5725	2282
55_64	55-64	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	708	1	2194148	786666	44458	7733
55_64	55-64	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	450	1	2147059	813913	8325	1459
55_64	55-64	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	137	1	2064047	732518	15115	3096
55_64	55-64	PSOE	PSOE	189318235003	Facebook	126	1	2009838	846152	5177	1078
55_64	55-64	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	78	1	1998589	951340	8655	2052
55_64	55-64	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	194	1	1953756	708952	7873	943
55_64	55-64	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	66	1	1921088	882858	4617	1278
55_64	55-64	Right To Vote	Right to Vote	408236463256774	Facebook	357	1	1915556	470932	17049	2221
55_64	55-64	SP	SP	128393027527	Facebook	160	1	1769014	672144	20937	3833
55_64	55-64	Open Vld	Open Vld	53668151866	Facebook	336	1	1763466	638144	14817	2449
55_64	55-64	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	35	1	1693761	803497	2256	598
55_64	55-64	Plan International Sverige		382243262003	Facebook	348	1	1691154	548256	14791	3607
55_64	55-64	Save the Children España	Save the Children España	57845333112	Facebook	19	1	1648523	760714	8509	1931
55_64	55-64	Vattenfall Sverige		608975645850217	Facebook	28	1	1619822	739964	19822	5636
55_64	55-64	ČSSD	ČSSD	111041662264882	Facebook	822	1	1611189	429938	8486	2158
55_64	55-64	Gazeta Wyborcza		63563473556	Facebook	378	1	1586235	498405	3892	581
55_64	55-64	Venstre, Danmarks Liberale Parti		21465928829	Facebook	315	1	1570831	519263	11099	3006
55_64	55-64	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	130	1	1559530	619162	6374	1059
55_64	55-64	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	171	1	1529442	637981	6623	1180
55_64	55-64	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	58	1	1443208	549711	3184	1052
55_64	55-64	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	73	1	1436840	583252	4745	919
55_64	55-64	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	144	1	1376052	496264	2568	809
55_64	55-64	UK government	UK government	408582579294175	Facebook	18	1	1370888	616425	16028	5195
55_64	55-64	RMDSZ	RMDSZ	102601499822802	Facebook	204	1	1355919	409371	2118	389
55_64	55-64	Lilian Marijnissen	SP	844559615710915	Facebook	48	1	1271846	506907	7573	1723
55_64	55-64	Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	109	1	1244444	435987	5634	837
55_64	55-64	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	44	1	1188955	480561	1313	372
55_64	55-64	Kyriakos Mitsotakis		34848567724	Facebook	73	1	1172945	507650	2951	601
55_64	55-64	Peter Mertens	PVDA	236485149843971	Facebook	432	1	1168822	329298	15543	1469
55_64	55-64	MSZP	MSZP	115388925185513	Facebook	65	1	1133425	496167	2335	1043
55_64	55-64	Andreas Schieder	SPÖ	290881691011354	Facebook	158	1	1128504	337198	9151	1677
55_64	55-64	John Crombez	sp.a	264131406977201	Facebook	79	1	1121711	408613	8361	1622
55_64	55-64	España Ciudadana		349800235527721	Facebook	18	1	1099399	475494	5096	1259
55_64	55-64	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	70	1	1097519	446946	5775	1415
55_64	55-64	Romania #nuepsd	Future Innovation	293215748279337	Facebook	34	1	1081481	496078	727	313
55_64	55-64	Oxfam Novib		115289021825188	Facebook	39	1	1078506	442710	15689	4913
55_64	55-64	Compromís	Compromís	194053080624605	Facebook	47	1	1070795	452950	4455	931
55_64	55-64	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	65	1	1048415	446949	2659	468
55_64	55-64	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	36	1	1047314	511875	4055	1093
55_64	55-64	Roberta Metsola		406824526101449	Facebook	471	1	1045138	319338	11144	396
55_64	55-64	Stefano Maullu		150618724962388	Facebook	34	1	1044258	416149	2792	538
55_64	55-64	Médecins du Monde France		265420476920	Facebook	840	1	1035976	323889	16400	1252
55_64	55-64	Rädda Barnen		72659261793	Facebook	309	1	1013732	329789	9008	2244
55_64	55-64	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	31	1	988284	411796	10353	3196
55_64	55-64	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	58	1	986137	412514	3386	892
55_64	55-64	Patryk Jaki		199877710116314	Facebook	240	1	975924	363041	4275	924
55_64	55-64	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	956551	371821	6315	2003
55_64	55-64	Alex Salmond	Slainte Media	136191876445102	Facebook	91	1	950119	330171	4793	562
55_64	55-64	Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	38	1	943212	385894	2401	487
55_64	55-64	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	80	1	928143	275680	3646	195
55_64	55-64	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	81	1	928008	396967	4732	1158
55_64	55-64	En Comú Podem	En Comú Podem	463627663844039	Facebook	54	1	918281	393606	3572	847
55_64	55-64	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1228	1	904001	30209	79728	25
55_64	55-64	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	35	1	901248	403932	1219	302
