advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	county_offaly_IE	County Offaly, Ireland	98	1	113466	48457	756	142
Referendum Commission		580832208630212	Facebook	county_offaly_IE	County Offaly, Ireland	14	1	91640	43228	427	84
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	county_offaly_IE	County Offaly, Ireland	4	1	46102	21399	213	40
Sean Kelly MEP		340786422717552	Facebook	county_offaly_IE	County Offaly, Ireland	14	1	38873	9145	287	0
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	county_offaly_IE	County Offaly, Ireland	3	1	35994	17997	173	34
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	county_offaly_IE	County Offaly, Ireland	8	1	32388	10259	630	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	county_offaly_IE	County Offaly, Ireland	4	1	27012	10190	150	14
European Greens		141366725876424	Facebook	county_offaly_IE	County Offaly, Ireland	35	1	23860	11382	170	47
Fianna Fáil	Fianna Fáil	222629035132	Facebook	county_offaly_IE	County Offaly, Ireland	26	1	23315	6509	84	12
Fine Gael	Fine Gael	264172043210	Facebook	county_offaly_IE	County Offaly, Ireland	4	1	17545	7279	97	27
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	county_offaly_IE	County Offaly, Ireland	7	1	11521	3069	113	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	county_offaly_IE	County Offaly, Ireland	5	1	10745	2149	39	4
Facebook Ireland	Facebook Ireland	43110923010	Facebook	county_offaly_IE	County Offaly, Ireland	4	1	10051	5025	50	25
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	county_offaly_IE	County Offaly, Ireland	5	1	8795	3859	62	22
Kialo		729627343834501	Facebook	county_offaly_IE	County Offaly, Ireland	274	1	7682	3393	39	11
Department of Foreign Affairs and Trade		449282445418073	Facebook	county_offaly_IE	County Offaly, Ireland	1	1	6686	2674	66	13
Liam Minehan	Minehan Liam	657837987964520	Facebook	county_offaly_IE	County Offaly, Ireland	1	1	5794	2897	5	0
Sheila Nunan for Europe	The Labour Party	786865738356162	Facebook	county_offaly_IE	County Offaly, Ireland	3	1	5142	1028	10	0
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	county_offaly_IE	County Offaly, Ireland	2	1	5079	2539	25	12
Paddy Power		108803784913	Facebook	county_offaly_IE	County Offaly, Ireland	4	1	4822	1981	45	9
Students for Life Ireland		252011928285955	Facebook	county_offaly_IE	County Offaly, Ireland	6	1	4508	901	33	6
Oxfam		201612129410	Facebook	county_offaly_IE	County Offaly, Ireland	5	1	4387	2178	18	6
Guy Verhofstadt		99985820015	Facebook	county_offaly_IE	County Offaly, Ireland	2	1	4272	1672	8	4
merrionstreet.ie		116635611711738	Facebook	county_offaly_IE	County Offaly, Ireland	2	1	4005	2002	13	2
Aidan Farrelly Social Democrats	Farrelly Aidan	1907649435989003	Facebook	county_offaly_IE	County Offaly, Ireland	9	1	2831	1226	28	0
