advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	39	1	748456	290104	1332	368
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	14	1	544831	219633	801	235
European Parliament		178362315106	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	64	1	482224	214716	853	215
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	86	1	467338	170632	1452	307
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	29	1	435977	96808	1172	166
Gazeta Wyborcza		63563473556	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	384	1	341921	113628	744	113
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	14	1	208357	102535	249	51
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	64	1	184723	83774	602	195
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	49	1	157048	60146	302	79
Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	8	1	141951	34310	466	88
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	12	1	99339	48544	142	30
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	5	1	99193	20233	230	45
SLD Warmia i Mazury - Koalicja Europejska	Cityboard Media Sp. z o.o.	150062391754212	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	2	1	94635	18927	219	44
Greenpeace Polska		32104614789	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	41	1	92069	38235	202	52
European Greens		141366725876424	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	30	1	91573	43419	366	83
Joanna Karpowicz	Uczelnia Jańskiego w Łomży	320757495290279	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	11	1	91510	27893	191	13
Amnesty International Polska		57544755889	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	63	1	80673	27581	270	79
Kialo		729627343834501	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	351	1	76734	31409	470	108
PolEXIT		2001582129931761	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	15	1	74129	29828	153	32
Poseł Andrzej Maciejewski  Kukiz15		984149068324464	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	3	1	70860	14114	39	0
European Commission		107898832590939	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	13	1	63857	30874	269	52
Parlament Europejski - Biuro w Polsce	Parlament Europejski - Biuro w Polsce	405326618416	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	14	1	52046	22845	91	14
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	14	1	41661	11135	135	20
Janusz Lewandowski	KKW Koalicja Europejska PO PSL SLD N Zieloni	75571183641	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	10	1	40217	12014	99	27
Kospel S.A.		105979422814402	Facebook	warmian_masurian_voivodeship_PL	Warmian-Masurian Voivodeship, Poland	3	1	38959	17295	150	30
