advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	31	1	633201	270418	2679	727
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	149	1	375183	111764	2318	108
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	45	1	194754	69005	773	92
Franc Bogovič		288826994603012	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	14	1	165010	68315	435	65
European Greens		141366725876424	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	37	1	160640	74139	557	166
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	69	1	132905	30789	1269	0
Romana Tomc		1025408990823719	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	23	1	126249	30477	333	13
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	31	1	81316	27069	559	23
Kialo		729627343834501	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	323	1	65426	27436	306	76
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	19	1	56408	12457	250	9
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	13	1	42825	13906	193	0
Neva Grašič		2235496013147745	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	13	1	31270	7252	219	0
Siemens Slovenija		393074441061448	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	11	1	29058	5794	113	0
Patricija Šulin		1541413339429015	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	7	1	27653	9577	260	12
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	4	1	27505	9554	157	25
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	5	1	26146	5210	60	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	4	1	25079	8527	48	0
Evropska komisija v Sloveniji		100107313369390	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	1	1	23621	11811	58	11
Lumar hiše		117782661584893	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	2	1	21930	10965	109	21
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	59	1	14562	6686	34	6
European Commission		107898832590939	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	5	1	14495	4835	42	2
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	52	1	13317	6067	24	6
DOM - Domovinska liga		571044543390810	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	4	1	9499	2562	70	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	32	1	9437	3206	30	0
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	savinja_statistical_region_SI	Savinja Statistical Region, Slovenia	37	1	8527	1099	409	0
