recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	MT	Malta	389	76	928196	261972	7644	293
rd2	Last 2 days	2019-05-14	2019-05-15	MT	Malta	458	78	2233690	645061	18654	817
rd3	Last 3 days	2019-05-13	2019-05-15	MT	Malta	512	82	3667123	1080242	28464	1395
rd4	Last 4 days	2019-05-12	2019-05-15	MT	Malta	564	83	5156635	1549935	37071	2006
rd5	Last 5 days	2019-05-11	2019-05-15	MT	Malta	638	87	7303389	2267391	50358	3675
rd6	Last 6 days	2019-05-10	2019-05-15	MT	Malta	703	89	9937234	3183643	60976	5306
rw1	Last week	2019-05-09	2019-05-15	MT	Malta	747	93	11564866	3742818	68378	5848
rw2	Last 2 weeks	2019-05-02	2019-05-15	MT	Malta	1074	120	20536598	6846881	110824	9630
rw3	Last 3 weeks	2019-04-25	2019-05-15	MT	Malta	1436	166	26519545	8876557	135628	11501
rw4	Last 4 weeks	2019-04-18	2019-05-15	MT	Malta	1680	223	28258214	9401598	146324	11896
rm1	Last month	2019-04-16	2019-05-15	MT	Malta	1738	237	28756109	9544714	149110	12056
rm2	Last 2 months	2019-03-17	2019-05-15	MT	Malta	2997	576	36116195	12037350	184169	14310
rm3	Last 3 months	2019-02-15	2019-05-15	MT	Malta	3438	658	40051853	13375580	206693	16312
rm6	Last 6 months	2019-01-01	2019-05-15	MT	Malta	3723	700	44686753	15139755	235411	20237
