recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	HU	Hungary	471	137	4263965	1680146	7093	2369
rd2	Last 2 days	2019-05-12	2019-05-13	HU	Hungary	623	158	11818385	4799575	21622	7830
rd3	Last 3 days	2019-05-11	2019-05-13	HU	Hungary	711	170	19400580	7974046	37040	13635
rd4	Last 4 days	2019-05-10	2019-05-13	HU	Hungary	797	195	27012476	11133770	53210	19648
rd5	Last 5 days	2019-05-09	2019-05-13	HU	Hungary	963	251	34561328	14211291	69357	25643
rd6	Last 6 days	2019-05-08	2019-05-13	HU	Hungary	1067	292	41348646	16995538	83466	30997
rw1	Last week	2019-05-07	2019-05-13	HU	Hungary	1241	418	48670786	20023971	101081	38263
rw2	Last 2 weeks	2019-04-30	2019-05-13	HU	Hungary	1961	592	88371414	37018417	195121	77905
rw3	Last 3 weeks	2019-04-23	2019-05-13	HU	Hungary	2521	772	111215520	45911219	241302	93159
rw4	Last 4 weeks	2019-04-16	2019-05-13	HU	Hungary	2903	879	126745783	52309036	275155	104630
rm1	Last month	2019-04-14	2019-05-13	HU	Hungary	3090	912	131916182	54488023	284189	107381
rm2	Last 2 months	2019-03-15	2019-05-13	HU	Hungary	4421	1329	161587023	66777383	363405	128305
rm3	Last 3 months	2019-02-13	2019-05-13	HU	Hungary	4809	1418	168505369	69317646	383183	132089
rm6	Last 6 months	2019-01-01	2019-05-13	HU	Hungary	4997	1457	171720053	70690112	390007	133750
