advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kyriakos Mitsotakis		34848567724	Facebook	d022	2019-01-22	11	1	677994	290500	1344	200
HAMBURG ENERGIE		328102567311712	Facebook	d022	2019-01-22	2	1	501085	200217	509	102
We are the 52%	We are the 52%	466744973727718	Facebook	d022	2019-01-22	22	1	485028	191271	1213	188
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d022	2019-01-22	9	1	415200	203962	11930	2317
Rädda Barnen		72659261793	Facebook	d022	2019-01-22	9	1	326991	131000	2564	842
Oxfam Italia		150200761667597	Facebook	d022	2019-01-22	44	1	315695	57364	5362	300
Simulation Energétique		562488297524492	Facebook	d022	2019-01-22	2	1	299998	150000	1498	600
Best For Britain	Best for Britain	1863944713844924	Facebook	d022	2019-01-22	31	1	266066	113092	1127	463
Hoxton Capital Management		353185345195139	Facebook	d022	2019-01-22	1	1	199999	100000	577	115
Plan International Sverige		382243262003	Facebook	d022	2019-01-22	81	1	172754	65779	1776	445
Flora & Fauna		303798486465804	Facebook	d022	2019-01-22	4	1	160996	65000	496	62
Britain's Future	Britain's Future	1625300137516491	Facebook	d022	2019-01-22	6	1	134807	34404	488	101
People's Vote UK	People's Vote	748608695327755	Facebook	d022	2019-01-22	166	1	100958	19401	4064	219
European Commission		107898832590939	Facebook	d022	2019-01-22	4	1	86666	41333	439	106
European Greens		141366725876424	Facebook	d022	2019-01-22	1	1	71428	28571	71	14
Albioma		2029944603927727	Facebook	d022	2019-01-22	8	1	65340	29059	121	19
Estremi Rimedi - Web Series		1888810884668917	Facebook	d022	2019-01-22	3	1	62749	27500	174	25
London Labour Party	The London Labour Party 	474613052643462	Facebook	d022	2019-01-22	6	1	62548	26941	203	60
Швеция		1001119573268082	Facebook	d022	2019-01-22	1	1	62499	25000	11	5
38 Degrees	38 Degrees	200006375787	Facebook	d022	2019-01-22	13	1	60376	28994	435	36
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	d022	2019-01-22	2	1	59999	30000	199	40
Blendle		181375052003138	Facebook	d022	2019-01-22	6	1	58994	11000	994	100
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	d022	2019-01-22	4	1	56429	11322	189	14
WeWorld Onlus		299584710061488	Facebook	d022	2019-01-22	15	1	54245	20029	1002	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d022	2019-01-22	2	1	53845	25769	257	50
