advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace France		39435457457	Facebook	d032	2019-02-01	4	1	2999996	1400000	15996	3500
WWF Suomi		119054448115588	Facebook	d032	2019-02-01	3	1	1499997	600000	2997	1500
Lilian Marijnissen	SP	844559615710915	Facebook	d032	2019-02-01	6	1	1009994	425000	3694	1600
Britain's Future	Britain's Future	1625300137516491	Facebook	d032	2019-02-01	201	1	855174	307182	7335	1184
Nature Index		145327659223282	Facebook	d032	2019-02-01	4	1	649996	230000	921	115
People's Vote UK	People's Vote	748608695327755	Facebook	d032	2019-02-01	94	1	530627	161400	4110	376
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	d032	2019-02-01	4	1	521165	204983	1245	583
Greenpeace Magyarország		35634348348	Facebook	d032	2019-02-01	9	1	379991	139000	1291	100
Andrew Stephenson MP	The Conservative Party	308313479373888	Facebook	d032	2019-02-01	5	1	299995	90000	2887	578
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d032	2019-02-01	6	1	254203	111962	6379	1276
Robin Walker MP	The Conservative Party	1451563805111255	Facebook	d032	2019-02-01	5	1	249995	50000	2887	578
Iain Stewart MP	The Conservative Party	550112551788526	Facebook	d032	2019-02-01	5	1	249995	50000	2887	578
Best For Britain	Best for Britain	1863944713844924	Facebook	d032	2019-02-01	30	1	224692	109693	2117	786
We are the 52%	We are the 52%	466744973727718	Facebook	d032	2019-02-01	14	1	217854	68142	485	33
Syster P		153938197978019	Facebook	d032	2019-02-01	1	1	199999	100000	444	89
SP	SP	128393027527	Facebook	d032	2019-02-01	6	1	170994	40000	1794	300
Mark Lancaster MP	The Conservative Party	298398717018170	Facebook	d032	2019-02-01	3	1	149997	30000	1732	347
Conservatives	The Conservative Party	8807334278	Facebook	d032	2019-02-01	139	1	126491	52057	998	133
Vereniging Eigen Huis		371735371563	Facebook	d032	2019-02-01	7	1	107140	43804	735	180
Scientists for EU	Scientists for EU	642444842524195	Facebook	d032	2019-02-01	5	1	103859	23211	351	28
Kialo		729627343834501	Facebook	d032	2019-02-01	1	1	99999	50000	444	89
Rädda Barnen		72659261793	Facebook	d032	2019-02-01	2	1	99998	20000	92	18
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	d032	2019-02-01	4	1	91664	18333	364	38
38 Degrees	38 Degrees	200006375787	Facebook	d032	2019-02-01	15	1	79311	22551	693	87
Μανώλης Γλυνός	Emmanouil Glynos	968742453313048	Facebook	d032	2019-02-01	1	1	66666	33333	166	33
