recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	IE	Ireland	363	117	1310688	408835	7786	783
rd2	Last 2 days	2019-05-11	2019-05-12	IE	Ireland	418	124	2770019	865234	15584	1603
rd3	Last 3 days	2019-05-10	2019-05-12	IE	Ireland	590	130	4610527	1449896	25745	2767
rd4	Last 4 days	2019-05-09	2019-05-12	IE	Ireland	619	138	6467980	2095653	38083	4930
rd5	Last 5 days	2019-05-08	2019-05-12	IE	Ireland	647	147	7891717	2581615	47451	6531
rd6	Last 6 days	2019-05-07	2019-05-12	IE	Ireland	692	156	9233096	3026268	56686	7895
rw1	Last week	2019-05-06	2019-05-12	IE	Ireland	730	164	10539247	3452486	65600	9066
rw2	Last 2 weeks	2019-04-29	2019-05-12	IE	Ireland	1084	244	19983035	6916843	128871	18348
rw3	Last 3 weeks	2019-04-22	2019-05-12	IE	Ireland	1332	311	26286506	9351283	160936	22588
rw4	Last 4 weeks	2019-04-15	2019-05-12	IE	Ireland	1649	399	30656950	11127254	184495	26150
rm1	Last month	2019-04-13	2019-05-12	IE	Ireland	1730	425	31668956	11521347	190674	26950
rm2	Last 2 months	2019-03-14	2019-05-12	IE	Ireland	3231	855	41830165	15179620	267721	37508
rm3	Last 3 months	2019-02-12	2019-05-12	IE	Ireland	3659	961	43986089	15917941	282744	38989
rm6	Last 6 months	2019-01-01	2019-05-12	IE	Ireland	3915	1011	44645273	16126045	289202	39413
