country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	flemish_region	Flemish Region	9855	1748	207362185	79889260	1372448	244032
BE	Belgium	wallonia	Wallonia	6902	1548	39905763	14432100	283711	43734
BE	Belgium	brussels	Brussels	7916	1582	23266391	7945888	248289	39981
