advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w019	Week 19	DK	Denmark	347	1	5205974	2025705	38029	9531
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	w019	Week 19	DK	Denmark	119	1	2718768	863507	40967	10156
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	w019	Week 19	DK	Denmark	42	1	1474340	465947	26353	6143
Lizette Risgaard		547601668763372	Facebook	w019	Week 19	DK	Denmark	34	1	1326537	567006	10038	3505
Pia Olsen Dyhr	SF	49348971479	Facebook	w019	Week 19	DK	Denmark	30	1	1212134	409431	11719	2639
SF	SF	74796954245	Facebook	w019	Week 19	DK	Denmark	27	1	1206970	399999	11659	2852
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	w019	Week 19	DK	Denmark	564	1	1069447	235718	8355	1554
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	w019	Week 19	DK	Denmark	15	1	881357	326273	15797	4818
European Parliament		178362315106	Facebook	w019	Week 19	DK	Denmark	5	1	866923	433435	9373	1874
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	w019	Week 19	DK	Denmark	4	1	783741	341872	8887	2435
Facebook Nordic	Facebook	334318366655425	Facebook	w019	Week 19	DK	Denmark	4	1	749998	300000	10042	2008
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	w019	Week 19	DK	Denmark	116	1	671690	159990	2497	616
Zetland	Zetland	341299649231023	Facebook	w019	Week 19	DK	Denmark	7	1	664993	233000	2355	910
Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	w019	Week 19	DK	Denmark	17	1	609983	140000	8165	1874
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	w019	Week 19	DK	Denmark	11	1	598326	221000	8278	1957
Bergur Larsson Løkke Rasmussen	Bergur Løkke Rasmussen	141378109375840	Facebook	w019	Week 19	DK	Denmark	30	1	573947	134994	3838	990
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	w019	Week 19	DK	Denmark	47	1	565323	128507	4359	1098
Niels Fuglsang		264009771074617	Facebook	w019	Week 19	DK	Denmark	21	1	464979	119999	2447	843
Enhedslisten	Enhedslisten	223040066022	Facebook	w019	Week 19	DK	Denmark	9	1	453982	156664	3065	1173
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	w019	Week 19	DK	Denmark	30	1	443162	98771	3743	775
Mona Juul	Mona Juul	2079067062409423	Facebook	w019	Week 19	DK	Denmark	41	1	416473	93750	3709	849
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	w019	Week 19	DK	Denmark	23	1	393597	117309	2877	646
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	w019	Week 19	DK	Denmark	27	1	392103	127622	3802	980
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	w019	Week 19	DK	Denmark	10	1	365408	108083	3909	842
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	w019	Week 19	DK	Denmark	14	1	324277	81899	4455	930
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	w019	Week 19	DK	Denmark	28	1	320972	73000	2567	709
Alternativet	Alternativet	676061179094769	Facebook	w019	Week 19	DK	Denmark	6	1	308322	146663	4761	1276
Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	w019	Week 19	DK	Denmark	10	1	286657	93833	2498	546
Red Barnet		67571270393	Facebook	w019	Week 19	DK	Denmark	8	1	274977	60995	3145	749
Ali Aminali	Det Konservative Folkeparti	1452133531486822	Facebook	w019	Week 19	DK	Denmark	2	1	268748	97500	3598	719
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	w019	Week 19	DK	Denmark	19	1	256936	56722	3283	694
Britt Bager	Bager Britt	460055244123143	Facebook	w019	Week 19	DK	Denmark	18	1	253028	73250	2945	628
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	w019	Week 19	DK	Denmark	14	1	243017	55438	993	363
Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	w019	Week 19	DK	Denmark	28	1	235934	87912	2034	454
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	w019	Week 19	DK	Denmark	28	1	229454	64435	1703	495
Jacob Mark	SF	69985338410	Facebook	w019	Week 19	DK	Denmark	12	1	217487	61499	2643	609
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	w019	Week 19	DK	Denmark	10	1	213347	48027	1817	490
Mai Mercado	Mai Mercado	397094903687472	Facebook	w019	Week 19	DK	Denmark	22	1	210238	48083	960	389
Margrete Auken		36730930417	Facebook	w019	Week 19	DK	Denmark	5	1	203995	100000	722	133
Christina Egelund	Liberal Alliance	684016791662654	Facebook	w019	Week 19	DK	Denmark	42	1	200904	42086	2199	495
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	w019	Week 19	DK	Denmark	10	1	196653	47330	3524	745
Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	w019	Week 19	DK	Denmark	2	1	190474	95238	1275	522
Laura Lindahl	Laura Lindahl	504310436316194	Facebook	w019	Week 19	DK	Denmark	36	1	175497	49508	1439	397
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	w019	Week 19	DK	Denmark	14	1	170445	44113	1547	493
Marie Bjerre	Marie Bjerre	242091299473046	Facebook	w019	Week 19	DK	Denmark	6	1	169087	51818	912	204
Radikale Venstre	Radikale Venstre	12458150929	Facebook	w019	Week 19	DK	Denmark	7	1	161996	34999	1231	321
Røde Kors		65929129383	Facebook	w019	Week 19	DK	Denmark	9	1	152441	30058	1302	310
Holger K Nielsen	SF	370360873057400	Facebook	w019	Week 19	DK	Denmark	3	1	149997	30000	2008	401
Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	w019	Week 19	DK	Denmark	7	1	148736	35748	1267	291
SodaStream DK		384777156382	Facebook	w019	Week 19	DK	Denmark	1	1	133289	66644	446	89
Greenpeace Danmark	Greenpeace Danmark	55365680705	Facebook	w019	Week 19	DK	Denmark	7	1	128711	25249	1747	344
John Rasmussen - Liberal Alliance	Rasmussen John	1531922617113320	Facebook	w019	Week 19	DK	Denmark	14	1	122986	36000	506	80
Pernille Skipper	Pernille Skipper	547840621916967	Facebook	w019	Week 19	DK	Denmark	1	1	116666	58333	781	390
Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	w019	Week 19	DK	Denmark	22	1	114510	26723	1398	274
Kira Marie Peter-Hansen	Peter-Hansen Kira Marie	1497190180404355	Facebook	w019	Week 19	DK	Denmark	4	1	113997	23999	428	166
Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	w019	Week 19	DK	Denmark	15	1	111281	32791	387	90
Carl Valentin	Carl Valentin	323782467803321	Facebook	w019	Week 19	DK	Denmark	20	1	110149	22775	783	176
HK/Privat	HK/Privat	56810821434	Facebook	w019	Week 19	DK	Denmark	7	1	106805	22761	1179	273
En grønnere planet		301647537160818	Facebook	w019	Week 19	DK	Denmark	19	1	101980	23999	693	147
Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	w019	Week 19	DK	Denmark	11	1	100777	27727	425	94
Mia Tang	Mia Tang	358828094665364	Facebook	w019	Week 19	DK	Denmark	11	1	100077	19791	759	212
Kristian Thulesen Dahl	Dansk Folkeparti	531761723507375	Facebook	w019	Week 19	DK	Denmark	1	1	99999	49999	669	133
FDM	FDM	46265612799	Facebook	w019	Week 19	DK	Denmark	1	1	99999	50000	669	133
Charlotte Green	Det Konservative Folkeparti	1895601153841380	Facebook	w019	Week 19	DK	Denmark	2	1	99998	20000	1338	267
Petar Socevic - Radikale Venstre	Socevic Petar	2190488887846226	Facebook	w019	Week 19	DK	Denmark	2	1	99997	19999	803	200
Charlotte Munch - Politiker		210317432480139	Facebook	w019	Week 19	DK	Denmark	12	1	99331	20529	242	46
Christel Schaldemose	Christel Schaldemose	424159230945271	Facebook	w019	Week 19	DK	Denmark	27	1	96859	37459	224	53
Torben Overgaard	Nielsen Torben Kirk Overgaard	766828280077855	Facebook	w019	Week 19	DK	Denmark	5	1	92495	18500	354	101
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	w019	Week 19	DK	Denmark	4	1	87496	19750	970	284
Morten Helveg Petersen	Morten Helveg Petersen	442403485851495	Facebook	w019	Week 19	DK	Denmark	3	1	87491	17498	1104	225
Liberal Alliances Ungdom	Liberal Alliances Ungdom	107893513382	Facebook	w019	Week 19	DK	Denmark	6	1	82673	17446	147	25
Andreas Steenberg	Streenberg Andreas Frost	132364993978468	Facebook	w019	Week 19	DK	Denmark	20	1	82024	15188	908	167
Skole og Forældre	Skole og Forældre	113241872062337	Facebook	w019	Week 19	DK	Denmark	2	1	81943	40972	548	109
Torsten Schack Pedersen	Pedersen Torsten Schack 	1378861979080037	Facebook	w019	Week 19	DK	Denmark	11	1	79346	23571	535	204
Marianne Vind	Marianne Vind	329236874385098	Facebook	w019	Week 19	DK	Denmark	37	1	78347	22395	1201	318
Studenterhus Aarhus	Studenterhus Aarhus	195241950525409	Facebook	w019	Week 19	DK	Denmark	6	1	78218	15444	219	93
Benny Engelbrecht		270431402967189	Facebook	w019	Week 19	DK	Denmark	5	1	78155	18631	275	108
Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	w019	Week 19	DK	Denmark	8	1	77391	16993	1020	221
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	w019	Week 19	DK	Denmark	3	1	75398	15000	205	100
Signe Munk	Munk Signe	350242375125258	Facebook	w019	Week 19	DK	Denmark	7	1	74327	17666	918	180
Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	w019	Week 19	DK	Denmark	27	1	73218	23869	754	149
Jens Meilvang	Meilvang Jens	1550318855207094	Facebook	w019	Week 19	DK	Denmark	7	1	72993	17000	253	40
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	w019	Week 19	DK	Denmark	12	1	70199	20192	640	149
Erling Bonnesen	Bonnesen Erling Faber	390925417751473	Facebook	w019	Week 19	DK	Denmark	6	1	69994	17999	847	169
World Animal Protection Danmark		33588644626	Facebook	w019	Week 19	DK	Denmark	5	1	69841	28906	831	187
Ida Auken	Ida Auken	24352982198	Facebook	w019	Week 19	DK	Denmark	5	1	66658	15332	311	102
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	w019	Week 19	DK	Denmark	8	1	65747	17274	454	143
BDO Danmark		796368150399958	Facebook	w019	Week 19	DK	Denmark	5	1	64285	31818	434	85
Stem Henrik Sørensen i Folketinget	Henrik Michael Borsholm Sørensen	122569581108638	Facebook	w019	Week 19	DK	Denmark	25	1	63920	11113	486	75
Søren Espersen	Søren Espersen	1408626239355160	Facebook	w019	Week 19	DK	Denmark	1	1	62499	31250	418	83
Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	w019	Week 19	DK	Denmark	3	1	60828	13915	721	141
Nils Sjøberg	Mogensen Carsten Lysbjerg	255662998253921	Facebook	w019	Week 19	DK	Denmark	10	1	60720	13952	851	165
Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	w019	Week 19	DK	Denmark	8	1	60378	13691	196	37
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w019	Week 19	DK	Denmark	17	1	59049	14685	364	6
Karen Melchior	Karen Melchior, Radikale Venstre	1384921248388622	Facebook	w019	Week 19	DK	Denmark	3	1	57594	11519	194	82
Dina Raabjerg - Kandidat til EU - En jysk stemme	Myrup Dina Hoff	262868500820455	Facebook	w019	Week 19	DK	Denmark	10	1	57410	17181	329	84
Martin Geertsen	Geertsen Martin Raahauge	687073988036611	Facebook	w019	Week 19	DK	Denmark	11	1	57279	23457	862	401
Rasmus Stoklund	Holm-Nielsen Rasmus Stoklund	1675976205990131	Facebook	w019	Week 19	DK	Denmark	2	1	56248	11250	753	150
Jens-Henrik Kirk	Kirk Jens-Henrik	683682235062292	Facebook	w019	Week 19	DK	Denmark	11	1	55843	16896	747	226
Lise Müller	Müller Lise	145989963343	Facebook	w019	Week 19	DK	Denmark	2	1	54998	10999	736	147
Dan Jørgensen	Socialdemokratiet	46151445835	Facebook	w019	Week 19	DK	Denmark	3	1	54998	11000	736	147
Christoffer Aagaard Melson	Melson Christoffer Aagaard	539568842764605	Facebook	w019	Week 19	DK	Denmark	2	1	54998	11000	682	133
FOA	FOA	132344416862423	Facebook	w019	Week 19	DK	Denmark	2	1	54998	11000	80	13
Joachim B. Olsen	Joachim B. Olsen	164752600281593	Facebook	w019	Week 19	DK	Denmark	1	1	54544	27272	730	365
Iben Høiaas Jeppesen	Iben Høiaas Jeppesen	436493776834793	Facebook	w019	Week 19	DK	Denmark	5	1	53942	10464	151	26
Henrik Sass Larsen	Socialdemokratiet	530069377053107	Facebook	w019	Week 19	DK	Denmark	15	1	53370	13476	585	111
Per Larsen i Folketinget	Det Konservative Folkeparti	129802704387687	Facebook	w019	Week 19	DK	Denmark	2	1	50998	10000	682	133
Merete Scheelsbeck		1477361382543402	Facebook	w019	Week 19	DK	Denmark	3	1	50355	10928	674	146
Pia Kjærsgaard	Dansk Folkeparti	33510214383	Facebook	w019	Week 19	DK	Denmark	1	1	49999	10000	669	133
Heidi Bank	Heidi Farsoe Bank	1912736882278358	Facebook	w019	Week 19	DK	Denmark	1	1	49999	25000	669	334
Kristian Pihl Lorentzen	Lorentzen Kristian Pihl	1956719637909855	Facebook	w019	Week 19	DK	Denmark	1	1	49999	10000	669	133
Ole Birk Olesen	Olesen Ole Birk	538656116640182	Facebook	w019	Week 19	DK	Denmark	1	1	49999	10000	669	133
Villy Søvndal	SF	8611462388	Facebook	w019	Week 19	DK	Denmark	1	1	49999	10000	669	133
Folkebevægelsen mod EU	Folkebevægelsen mod EU	134531969945616	Facebook	w019	Week 19	DK	Denmark	1	1	49999	24999	334	66
Peter Skaarup	Dansk Folkeparti	691707047549076	Facebook	w019	Week 19	DK	Denmark	1	1	49998	10000	669	133
Martin Henriksen	Dansk Folkeparti	1604502423155684	Facebook	w019	Week 19	DK	Denmark	1	1	49998	9999	669	133
Steffen Sjørslev - Liberal Alliance	Sjorslev Steffen	339937129764672	Facebook	w019	Week 19	DK	Denmark	1	1	49995	9999	669	133
Martin Merrild, formand i Landbrug & Fødevarer	Martin Merrild, formand i Landbrug & Fødevarer	376442055780548	Facebook	w019	Week 19	DK	Denmark	6	1	49994	22000	467	133
Simon Skals	SKALS SIMON SKÆRBÆK	1879573608775721	Facebook	w019	Week 19	DK	Denmark	4	1	47589	12245	636	163
Anders Baun EP valg 2019	Sorensen Anders Baun	549966298750692	Facebook	w019	Week 19	DK	Denmark	4	1	47030	9406	428	100
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	w019	Week 19	DK	Denmark	10	1	46520	13591	621	181
Folkekirkens Nødhjælp		276770505228	Facebook	w019	Week 19	DK	Denmark	41	1	45956	9258	247	63
Simple Feast		571176036346620	Facebook	w019	Week 19	DK	Denmark	18	1	44370	9476	515	75
Jeanné Vetling - Radikale Venstre		1036916083074871	Facebook	w019	Week 19	DK	Denmark	2	1	42498	8500	122	58
Nanna Bonde	Ottosen Nanna Bonde	470433920022890	Facebook	w019	Week 19	DK	Denmark	14	1	41889	8406	343	51
Morten Messerschmidt		111394892261429	Facebook	w019	Week 19	DK	Denmark	2	1	40798	8000	546	107
Isabella Arendt	Kristendemokraterne	231609407194100	Facebook	w019	Week 19	DK	Denmark	15	1	39572	9833	443	73
Yildiz Akdogan	Yildiz Akdogan	181106225260438	Facebook	w019	Week 19	DK	Denmark	13	1	38975	9749	440	73
Ligestillingsministeren	Udenrigsministeriet	387013465118442	Facebook	w019	Week 19	DK	Denmark	105	1	37603	2590	486	24
Kuzma Pavlov Jensen	Det Konservative Folkeparti	2798719490153637	Facebook	w019	Week 19	DK	Denmark	1	1	37499	18750	251	50
Jacob Jensen	Jacob Jensen	256754327854276	Facebook	w019	Week 19	DK	Denmark	11	1	36237	8719	505	116
Finlow VVS A/S		198770727303156	Facebook	w019	Week 19	DK	Denmark	2	1	35766	15328	68	13
