recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	AT	Austria	4682	212	6905909	2170756	78956	7140
rd2	Last 2 days	2019-05-16	2019-05-17	AT	Austria	4837	223	14909781	4618532	168354	15625
rd3	Last 3 days	2019-05-15	2019-05-17	AT	Austria	4998	240	22199687	6863547	250807	24391
rd4	Last 4 days	2019-05-14	2019-05-17	AT	Austria	5095	250	29039779	9036575	321087	32754
rd5	Last 5 days	2019-05-13	2019-05-17	AT	Austria	5212	258	36306986	11404049	389238	41337
rd6	Last 6 days	2019-05-12	2019-05-17	AT	Austria	5587	266	42175074	13361407	449009	49163
rw1	Last week	2019-05-11	2019-05-17	AT	Austria	5695	275	48861412	15553489	513020	57785
rw2	Last 2 weeks	2019-05-04	2019-05-17	AT	Austria	6514	331	86825281	28584336	873836	108730
rw3	Last 3 weeks	2019-04-27	2019-05-17	AT	Austria	7925	437	119566380	40179361	1175019	159393
rw4	Last 4 weeks	2019-04-20	2019-05-17	AT	Austria	8456	523	136895211	46320792	1331033	183357
rm1	Last month	2019-04-18	2019-05-17	AT	Austria	8575	556	140975401	47718941	1361929	188529
rm2	Last 2 months	2019-03-19	2019-05-17	AT	Austria	11227	1223	175311246	59688083	1641995	228465
rm3	Last 3 months	2019-02-17	2019-05-17	AT	Austria	12012	1360	186806257	63948853	1741450	243171
rm6	Last 6 months	2019-01-01	2019-05-17	AT	Austria	12375	1412	192722461	66025193	1795225	251139
