audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	PL	Poland	2767	331	20524521	7374746	73220	16134
m25_34	male (25-34)	PL	Poland	3017	339	19461543	7042605	71659	16096
f18_24	female (18-24)	PL	Poland	2786	331	17825180	6532334	69649	15391
f25_34	female (25-34)	PL	Poland	3064	343	13817224	4980454	51314	11675
m35_44	male (35-44)	PL	Poland	3031	341	12826782	4560696	43403	10258
f35_44	female (35-44)	PL	Poland	3103	345	11205650	3861022	38707	9146
f55_64	female (55-64)	PL	Poland	2727	307	7953282	2591221	32235	7482
f45_54	female (45-54)	PL	Poland	2858	326	7415849	2507102	27795	6703
m45_54	male (45-54)	PL	Poland	2774	320	6970307	2403001	25411	6155
f65_	female (65+)	PL	Poland	2453	276	4736483	1531054	20599	4797
m55_64	male (55-64)	PL	Poland	2626	299	4439790	1464435	17578	4163
m65_	male (65+)	PL	Poland	2397	274	2921281	951647	12268	2926
m13_17	male (13-17)	PL	Poland	97	31	421246	166102	1219	232
f13_17	female (13-17)	PL	Poland	97	31	323020	122338	827	147
u35_44	unknown (35-44)	PL	Poland	2304	311	104529	35617	424	103
u25_34	unknown (25-34)	PL	Poland	2104	297	72834	26156	318	72
u18_24	unknown (18-24)	PL	Poland	1638	272	40962	14750	190	42
u45_54	unknown (45-54)	PL	Poland	1770	270	32762	10978	139	34
u65_	unknown (65+)	PL	Poland	1431	237	21256	7046	91	22
u55_64	unknown (55-64)	PL	Poland	1322	236	14219	4683	60	14
u13_17	unknown (13-17)	PL	Poland	83	27	1159	438	3	0
