country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	budapest	Budapest	3883	867	17315036	6619608	41905	11919
HU	Hungary	pest_county	Pest County	3178	745	2245534	801504	5867	1813
HU	Hungary	borsod_abauj_zemplen_county	Borsod-Abaúj-Zemplén County	2901	632	1495312	505775	2880	885
HU	Hungary	bacs_kiskun_county	Bács-Kiskun County	2832	626	1220161	364721	3015	784
HU	Hungary	csongrad_county	Csongrád County	2909	628	1138787	423757	2774	1050
HU	Hungary	szabolcs_szatmar_bereg_county	Szabolcs-Szatmár-Bereg County	2722	607	999768	337463	2255	644
HU	Hungary	fejer_county	Fejér County	2832	596	934631	357337	2133	763
HU	Hungary	hajdu_bihar_county	Hajdú-Bihar County	2926	633	905846	326355	1917	693
HU	Hungary	bekes_county	Békés County	2656	571	877134	266922	1571	424
HU	Hungary	somogy_county	Somogy County	2651	560	836580	223904	1521	482
HU	Hungary	gyor_moson_sopron_county	Győr-Moson-Sopron County	3026	647	829289	263112	1760	504
HU	Hungary	baranya_county	Baranya County	2864	593	714578	223313	1805	522
HU	Hungary	veszprem_county	Veszprém County	2699	586	678419	184249	1595	447
HU	Hungary	jasz_nagykun_szolnok_county	Jász-Nagykun-Szolnok County	2638	562	667662	219986	1508	458
HU	Hungary	vas_county	Vas County	2635	544	645569	180694	1493	364
HU	Hungary	komarom_esztergom_county	Komárom-Esztergom County	2768	581	571752	216359	1725	515
HU	Hungary	heves_county	Heves County	2605	569	568250	161398	1089	313
HU	Hungary	zala_county	Zala County	2615	541	540536	173745	1317	399
HU	Hungary	tolna_county	Tolna County	2463	507	217990	71198	584	183
HU	Hungary	nograd_county	Nógrád County	2361	492	125546	39612	296	87
