advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	2	1	34595	6919	68	0
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	3	1	33638	6727	66	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	40	1	26031	3584	1158	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	24226	4845	47	0
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	4	1	23120	4424	175	0
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	17796	3559	35	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	7	1	16105	7290	162	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	4419	884	87	0
Rihards Kols	Rihards Kols	960297957323800	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	248	0	24	0
Ringolds Arnitis		448951318909238	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	160	0	15	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	1	1	5	2	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	2	1	1	0	0	0
European Commission	European Commission	107898832590939	Facebook	kurzeme_region	Kurzeme Region	LV	Latvia	2	1	1	0	0	0
