spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SK	Slovakia	4644	204	26550005	5978697	453242	0
50_100	50 - 100	SK	Slovakia	4638	199	83436	18870	1416	0
100_1k	100 - 1k	SK	Slovakia	357	109	27341050	10621753	163116	41728
1k_5k	1k - 5k	SK	Slovakia	21	13	6546947	2922775	70801	14163
