country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	f	female	10940	1395	69750217	24169016	665622	88488
AT	Austria	m	male	10640	1364	89518917	30750069	860445	120842
AT	Austria	u	unknown	8461	1251	762300	255944	7535	983
