country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	Rädda Barnen		72659261793	Facebook	571	1	16222856	5208775	142065	35782
SE	Sweden	Plan International Sverige		382243262003	Facebook	346	1	11655278	3831912	98462	24169
SE	Sweden	Vattenfall Sverige		608975645850217	Facebook	28	1	8720939	3979983	106226	30467
SE	Sweden	Centerpartiet	Centerpartiet	12690894340	Facebook	154	1	5290665	1867934	68666	16306
SE	Sweden	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	33	1	4914957	2070995	54774	14650
SE	Sweden	EU-kommissionen i Sverige		155824787799	Facebook	18	1	4535830	2182924	19648	4759
SE	Sweden	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	129	1	4414868	1184999	45597	12251
SE	Sweden	European Commission		107898832590939	Facebook	16	1	3962834	1753432	33297	9900
SE	Sweden	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	339	1	3138221	852676	20561	4636
SE	Sweden	Fotografiska Stockholm		142320852554	Facebook	10	1	3054990	1331000	2221	500
SE	Sweden	Facebook Nordic	Facebook	334318366655425	Facebook	5	1	3049995	1410000	18613	3750
SE	Sweden	Liberalerna	Liberalerna	132266740623	Facebook	101	1	2929899	977000	15877	4343
SE	Sweden	Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	11	1	2599444	1109805	21803	4638
SE	Sweden	European Parliament		178362315106	Facebook	78	1	2580197	1080687	20886	5209
SE	Sweden	Röda Korset		111630258867610	Facebook	72	1	2452850	650983	11189	3389
SE	Sweden	Moderaterna	Moderaterna	7719591155	Facebook	108	1	2393892	575000	22475	5204
SE	Sweden	Sverige för UNHCR		643137272398136	Facebook	93	1	2320798	597978	10594	2759
SE	Sweden	Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	28	1	2128976	821735	16565	6730
SE	Sweden	Jörgen Warborn EU-kandidat		56002955332	Facebook	95	1	1997535	515883	20861	5342
SE	Sweden	LO Sverige		163820136238	Facebook	7	1	1899440	849769	21294	5092
SE	Sweden	Skandia		139767876088719	Facebook	3	1	1685771	793909	6444	1833
SE	Sweden	Saco	Saco	133910158381	Facebook	36	1	1679895	344986	10229	2435
SE	Sweden	Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	70	1	1619930	411000	12245	3417
SE	Sweden	Sverigedemokraterna Värmlands län		336384546384299	Facebook	41	1	1541959	413000	12794	3639
SE	Sweden	Unionen		175656912484553	Facebook	31	1	1539926	622982	15980	4945
SE	Sweden	Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	92	1	1505907	442999	11641	3380
SE	Sweden	Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	7	1	1449992	580000	11204	2268
SE	Sweden	Världsnaturfonden WWF		371791194529	Facebook	6	1	1299823	519932	11574	2592
SE	Sweden	Ebba Busch Thor		661702230515862	Facebook	32	1	1200967	245999	9267	2046
SE	Sweden	e.on		369122343101775	Facebook	28	1	1190972	435999	12925	3833
SE	Sweden	Johan Danielsson	LO Sverige	636103536446815	Facebook	10	1	1149812	449929	10647	3240
SE	Sweden	Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	31	1	1114968	351000	10804	3324
SE	Sweden	En bättre framtid		1173808162671999	Facebook	43	1	1113950	424997	11664	3343
SE	Sweden	Uppsala kommun	Uppsala kommun	104760926229060	Facebook	54	1	1095945	247999	6810	1629
SE	Sweden	Diakonia		42676805259	Facebook	26	1	1091939	381987	2488	805
SE	Sweden	Kialo		729627343834501	Facebook	356	1	1009054	392529	7778	2141
SE	Sweden	Europaparlamentets kontor i Sverige		293678655099	Facebook	2	1	1004504	500753	5095	999
SE	Sweden	Tretti		250791121791	Facebook	8	1	1001949	419982	2904	615
SE	Sweden	Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	22	1	992977	442999	14741	4074
SE	Sweden	Linnéa Engström		1409490812643464	Facebook	42	1	972921	253992	7113	903
SE	Sweden	UNICEF Sverige		59324455950	Facebook	18	1	960981	413999	10333	3037
SE	Sweden	European Greens	European Greens	141366725876424	Facebook	16	1	957068	460661	17925	4179
SE	Sweden	Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	31	1	864968	247999	5738	1981
SE	Sweden	Said till Europaparlamentet		1509050235995572	Facebook	33	1	837704	226871	7344	1721
SE	Sweden	IF Metall		108492218918	Facebook	7	1	798840	289423	6198	1295
SE	Sweden	WaterAid Sverige		175843834306	Facebook	6	1	759986	284996	3703	1296
SE	Sweden	SSAB AB		145401631365	Facebook	27	1	759478	215925	5011	590
SE	Sweden	The Good Show		1923750267869320	Facebook	8	1	751934	359971	2379	472
SE	Sweden	Syre		1531320107133721	Facebook	65	1	745608	183937	9251	2712
SE	Sweden	Tomas Tobé	Moderaterna	1829725353928210	Facebook	38	1	719960	202999	6617	1592
