day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	RO	Romania	679	153	8765217	3609961	14906	3220
d132	2019-05-12	RO	Romania	766	166	10312842	4228234	17270	3761
d131	2019-05-11	RO	Romania	856	178	12236509	5061185	20408	4544
d130	2019-05-10	RO	Romania	899	190	18132335	7708436	36134	7662
d129	2019-05-09	RO	Romania	755	173	11966299	5080896	25542	5624
d128	2019-05-08	RO	Romania	662	164	12690641	5416847	27360	6066
d127	2019-05-07	RO	Romania	601	159	10550703	4514173	23060	5107
d126	2019-05-06	RO	Romania	536	138	11269110	5031612	22044	4888
d125	2019-05-05	RO	Romania	500	138	7823579	3352481	18166	4159
d124	2019-05-04	RO	Romania	474	128	9509183	4080133	21483	5512
d123	2019-05-03	RO	Romania	487	140	8383804	3674218	17825	4856
d122	2019-05-02	RO	Romania	447	141	7035181	3116350	13211	3051
d121	2019-05-01	RO	Romania	395	135	4657610	1968766	11299	3044
d120	2019-04-30	RO	Romania	399	132	2809300	1178013	5195	1176
d119	2019-04-29	RO	Romania	423	131	7915055	3597733	14857	5027
d118	2019-04-28	RO	Romania	435	139	5066915	2115487	6148	1696
d117	2019-04-27	RO	Romania	473	152	6224042	2566822	5901	1786
d116	2019-04-26	RO	Romania	520	165	5895361	2459758	9029	2394
d115	2019-04-25	RO	Romania	575	182	7711104	3193718	13863	3632
d114	2019-04-24	RO	Romania	568	194	7984340	3421192	16963	3854
d113	2019-04-23	RO	Romania	580	196	6725869	2880197	18612	4076
d112	2019-04-22	RO	Romania	539	200	5841480	2509784	14221	3235
d111	2019-04-21	RO	Romania	526	196	6052364	2627422	13850	3180
d110	2019-04-20	RO	Romania	531	210	5697994	2479796	12645	3004
d109	2019-04-19	RO	Romania	555	225	5017776	2128465	12223	2826
d108	2019-04-18	RO	Romania	536	214	6964423	2900278	14485	3260
d107	2019-04-17	RO	Romania	546	216	7379135	3146340	13410	3003
d106	2019-04-16	RO	Romania	573	209	8046126	3497655	14153	3746
d105	2019-04-15	RO	Romania	632	222	4488622	1814463	8191	1646
d104	2019-04-14	RO	Romania	600	232	2575695	1021987	6021	1126
d103	2019-04-13	RO	Romania	572	222	3056850	1357845	6025	1125
d102	2019-04-12	RO	Romania	668	244	2031613	819592	5122	906
d101	2019-04-11	RO	Romania	606	238	2420176	943188	5926	1039
d100	2019-04-10	RO	Romania	552	218	1474123	563391	3809	637
d099	2019-04-09	RO	Romania	568	232	1700352	652075	4162	710
d098	2019-04-08	RO	Romania	543	229	2123385	884448	4933	1192
d097	2019-04-07	RO	Romania	504	221	1228912	467916	3186	473
d096	2019-04-06	RO	Romania	495	235	1614845	615598	3358	518
d095	2019-04-05	RO	Romania	528	247	2613442	983255	4896	759
d094	2019-04-04	RO	Romania	480	233	2360470	872949	4444	568
d093	2019-04-03	RO	Romania	419	214	1783859	712514	5677	1005
d092	2019-04-02	RO	Romania	362	187	1708191	653950	5309	966
d091	2019-04-01	RO	Romania	323	164	1685614	691277	5033	997
d090	2019-03-31	RO	Romania	331	157	1497291	630466	4908	965
d089	2019-03-30	RO	Romania	332	160	1256213	523417	4485	899
d088	2019-03-29	RO	Romania	355	167	1772227	736753	4634	922
d087	2019-03-28	RO	Romania	351	156	1195376	506646	4576	853
d086	2019-03-27	RO	Romania	319	150	1265540	552224	4181	851
d085	2019-03-26	RO	Romania	311	145	710522	292444	1711	281
d084	2019-03-25	RO	Romania	299	150	394095	138537	1168	175
d083	2019-03-24	RO	Romania	309	154	548645	202490	1414	183
d082	2019-03-23	RO	Romania	343	176	782690	279365	2955	447
d081	2019-03-22	RO	Romania	389	195	994559	312159	2826	388
d080	2019-03-21	RO	Romania	381	196	1620373	500131	3254	438
d079	2019-03-20	RO	Romania	341	169	1341922	437090	2503	343
d078	2019-03-19	RO	Romania	305	149	775964	231995	1921	212
d077	2019-03-18	RO	Romania	272	121	566807	171581	1490	179
d076	2019-03-17	RO	Romania	205	92	441563	128461	1126	138
d075	2019-03-16	RO	Romania	195	91	438133	122975	1090	115
d074	2019-03-15	RO	Romania	199	102	582308	161037	1528	183
d073	2019-03-14	RO	Romania	166	88	627244	192934	1389	228
d072	2019-03-13	RO	Romania	175	100	693624	224300	1554	184
d071	2019-03-12	RO	Romania	161	93	606649	205463	1132	109
d070	2019-03-11	RO	Romania	160	92	463268	173406	922	100
d069	2019-03-10	RO	Romania	146	88	460798	182042	875	156
d068	2019-03-09	RO	Romania	156	97	589801	237949	1115	209
d067	2019-03-08	RO	Romania	158	97	1766398	819907	2914	520
d066	2019-03-07	RO	Romania	130	68	476940	194931	1340	192
d065	2019-03-06	RO	Romania	125	58	118239	33482	366	25
d064	2019-03-05	RO	Romania	142	49	118209	34549	372	23
d063	2019-03-04	RO	Romania	89	46	113282	37838	333	34
d062	2019-03-03	RO	Romania	73	39	71065	22319	212	28
d061	2019-03-02	RO	Romania	72	39	59698	17084	163	16
d060	2019-03-01	RO	Romania	79	44	572028	219606	632	121
d059	2019-02-28	RO	Romania	82	47	311031	128518	499	122
d058	2019-02-27	RO	Romania	84	39	60327	19759	200	16
d057	2019-02-26	RO	Romania	77	42	37018	11259	129	6
d056	2019-02-25	RO	Romania	76	41	1349252	583812	5614	1103
d055	2019-02-24	RO	Romania	66	38	47758	13239	151	10
d054	2019-02-23	RO	Romania	69	42	59462	14076	218	10
d053	2019-02-22	RO	Romania	68	42	119488	45480	499	76
d052	2019-02-21	RO	Romania	68	40	103191	42016	449	68
d051	2019-02-20	RO	Romania	65	40	90004	39193	384	68
d050	2019-02-19	RO	Romania	75	44	56698	14589	144	10
d049	2019-02-18	RO	Romania	73	41	55453	13780	158	9
d048	2019-02-17	RO	Romania	63	37	55951	14036	135	9
d047	2019-02-16	RO	Romania	68	36	57958	13280	128	9
d046	2019-02-15	RO	Romania	56	31	36264	9378	104	8
d045	2019-02-14	RO	Romania	55	31	55113	15195	107	11
d044	2019-02-13	RO	Romania	56	33	85732	27458	157	15
d043	2019-02-12	RO	Romania	62	35	1584281	728212	1702	617
d042	2019-02-11	RO	Romania	57	32	75784	23990	160	10
d041	2019-02-10	RO	Romania	51	26	96040	33926	124	19
d040	2019-02-09	RO	Romania	56	29	494909	230491	863	225
d039	2019-02-08	RO	Romania	63	34	328149	122109	461	66
d038	2019-02-07	RO	Romania	63	31	182438	63612	334	35
d037	2019-02-06	RO	Romania	68	33	148134	51872	345	40
d036	2019-02-05	RO	Romania	49	27	109811	43696	247	34
d035	2019-02-04	RO	Romania	40	20	571970	229735	1227	235
d034	2019-02-03	RO	Romania	39	20	60816	13987	85	5
d033	2019-02-02	RO	Romania	39	23	65768	15479	143	5
d032	2019-02-01	RO	Romania	45	23	50181	13113	140	5
d031	2019-01-31	RO	Romania	46	19	33645	10190	53	7
d030	2019-01-30	RO	Romania	45	19	34036	10664	60	8
d029	2019-01-29	RO	Romania	44	17	34689	10726	90	14
d028	2019-01-28	RO	Romania	50	17	29320	7423	59	6
d027	2019-01-27	RO	Romania	37	15	35061	8519	69	8
d026	2019-01-26	RO	Romania	39	16	30327	6028	68	8
d025	2019-01-25	RO	Romania	44	19	32533	6468	73	8
d024	2019-01-24	RO	Romania	42	20	31012	6210	77	8
d023	2019-01-23	RO	Romania	37	15	56385	11452	50	1
d022	2019-01-22	RO	Romania	39	17	38795	14874	97	17
d021	2019-01-21	RO	Romania	39	17	49879	19812	111	19
d020	2019-01-20	RO	Romania	40	18	46888	18320	72	10
d019	2019-01-19	RO	Romania	43	19	47680	18473	81	12
d018	2019-01-18	RO	Romania	44	22	51604	20748	82	10
d017	2019-01-17	RO	Romania	59	27	115798	36227	225	20
d016	2019-01-16	RO	Romania	43	20	68272	21827	109	14
d015	2019-01-15	RO	Romania	39	17	49089	18020	58	8
d014	2019-01-14	RO	Romania	40	18	47838	17770	76	8
d013	2019-01-13	RO	Romania	36	18	90204	26698	121	15
d012	2019-01-12	RO	Romania	34	17	85205	25698	100	15
d011	2019-01-11	RO	Romania	34	19	121824	52449	120	20
d010	2019-01-10	RO	Romania	34	17	86619	42801	56	8
d009	2019-01-09	RO	Romania	36	19	29904	13078	56	11
d008	2019-01-08	RO	Romania	37	21	33835	14898	85	11
d007	2019-01-07	RO	Romania	33	16	37260	16232	88	13
d006	2019-01-06	RO	Romania	28	13	29820	14087	64	11
d005	2019-01-05	RO	Romania	25	10	25805	12830	53	11
d004	2019-01-04	RO	Romania	27	11	23839	11825	29	11
d003	2019-01-03	RO	Romania	34	13	40593	15179	36	11
d002	2019-01-02	RO	Romania	29	13	62691	21035	82	14
d001	2019-01-01	RO	Romania	30	13	57956	18662	68	12
