age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	SE	Sweden	31	16	13202	2230	117	18
18_24	18-24	SE	Sweden	213	106	343959	93195	3426	742
25_34	25-34	SE	Sweden	234	113	408038	121967	4201	934
35_44	35-44	SE	Sweden	235	114	299894	94004	3277	742
45_54	45-54	SE	Sweden	226	109	344743	112326	4221	961
55_64	55-64	SE	Sweden	215	102	335248	110529	4248	982
65_	65+	SE	Sweden	204	96	458786	148061	5727	1341
