age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	CZ	Czechia	11	6	9062	2879	28	5
18_24	18-24	CZ	Czechia	89	39	230767	59509	732	174
25_34	25-34	CZ	Czechia	148	44	314507	90677	1201	285
35_44	35-44	CZ	Czechia	145	42	224454	67413	966	238
45_54	45-54	CZ	Czechia	140	39	196544	58414	857	210
55_64	55-64	CZ	Czechia	136	38	125291	38848	582	148
65_	65+	CZ	Czechia	132	36	115619	36111	535	136
