advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m18_24	male (18-24)	UK	United Kingdom	20	1	670280	301324	1957	577
European Parliament	European Parliament	178362315106	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	132877	65424	1576	708
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m18_24	male (18-24)	UK	United Kingdom	242	1	120952	28833	4091	0
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	m18_24	male (18-24)	UK	United Kingdom	16	1	117968	42721	610	61
Conservatives	The Conservative Party	8807334278	Facebook	m18_24	male (18-24)	UK	United Kingdom	611	1	82226	15711	2679	17
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m18_24	male (18-24)	UK	United Kingdom	17	1	81334	33213	1616	326
The Labour Party	The Labour Party	25749647410	Facebook	m18_24	male (18-24)	UK	United Kingdom	10	1	72701	31869	597	177
People's Vote UK	People's Vote	748608695327755	Facebook	m18_24	male (18-24)	UK	United Kingdom	15	1	45965	16091	406	57
GMB Union	GMB Union	103295786760891	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	23602	11801	27	0
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	22311	4998	257	47
Global Optimism	Global Optimism	2062802910474026	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	21351	4270	48	0
InFacts	InFacts	678120165658753	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	14150	2815	40	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	10920	2184	25	0
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	10635	2127	122	24
Scientists for EU	Scientists for EU	642444842524195	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	8717	4358	50	10
Plaid Cymru	Plaid Cymru	26416930992	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	6632	1326	76	15
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	m18_24	male (18-24)	UK	United Kingdom	5	1	6199	1240	43	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	5931	1186	68	13
Yorkshire & the Humber Green Party	Yorkshire & the Humber Green Party	305531639643278	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	5125	2042	78	0
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	m18_24	male (18-24)	UK	United Kingdom	12	1	4912	919	141	0
Global Justice Now	Global Justice Now	6707857033	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	4282	856	9	0
38 Degrees	38 Degrees	200006375787	Facebook	m18_24	male (18-24)	UK	United Kingdom	7	1	4217	1176	23	0
Tristan Gray	Tristan Gray	262125774120331	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	3708	665	119	0
London Green Party	London Green Party	175350485880358	Facebook	m18_24	male (18-24)	UK	United Kingdom	9	1	3156	631	72	0
School Cuts	National Education Union	871798409656672	Facebook	m18_24	male (18-24)	UK	United Kingdom	7	1	3063	611	9	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	m18_24	male (18-24)	UK	United Kingdom	14	1	2988	980	78	0
Evolution Vehicle Leasing	Neal Christopher Glass	460432784693049	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	2711	542	62	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	m18_24	male (18-24)	UK	United Kingdom	4	1	2306	524	13	0
The Brexit Party	The Brexit Party	230416667843105	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	2034	1017	117	23
Lega nel Mondo UK Eire	Anthony John L Scatena	843190192698192	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	1856	928	21	0
Renew	Renew  Party	1923371311278106	Facebook	m18_24	male (18-24)	UK	United Kingdom	6	1	1807	322	59	0
Animal Welfare Party	Animal Welfare Party	106824832045	Facebook	m18_24	male (18-24)	UK	United Kingdom	4	1	1608	593	61	0
East Midlands Green Party	East Midlands Green Party	135118813311824	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	1333	550	22	0
Bristol Green Party	The Green Party of England and Wales	249696368936	Facebook	m18_24	male (18-24)	UK	United Kingdom	15	1	1266	0	145	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	1260	413	14	1
West Midlands Green Party	West Midlands Green Party	216024651755822	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	1104	220	25	0
African Wildlife Courses	Jason Alexander Hendry	2345328912417791	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	1096	0	125	0
Torridge & West Devon Conservative Association	Torridge & West Devon Conservatives	1874130146169096	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	935	187	21	0
Alex Salmond	Slainte Media	136191876445102	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	927	185	2	0
Hackney Lib Dems	Hackney Liberal Democrats	138435322972255	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	925	185	21	0
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	841	420	9	0
Jack Gebhard - Mayor of Morpeth	Jack Gebhard	106346843584832	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	716	0	82	0
Peterborough Conservatives	The Conservative Party	1410613969166253	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	693	225	12	0
Westminster & City Lib Dems	Westminster & City Liberal Democrats	947255511978447	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	686	137	15	0
Bournemouth Green Party	South East Dorset Green Party	140064492697345	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	679	339	7	0
Larry Sanders Green Party Spokesperson for Health and Social Care	Oxfordshire Green Party	357293541126414	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	676	135	15	0
East Midlands Labour	The Labour Party	1104066886293096	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	562	169	10	0
London Labour Party	The Labour Party	474613052643462	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	551	110	12	0
Labour North West	The Labour Party	61950489543	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	507	101	11	0
Lib Dem Newswire	Liberal Democrat Newswire	199674550052349	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	479	95	10	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	440	88	10	0
Octopus Montage	Octopus Montage	1602128833418754	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	409	0	46	0
Red Party of Scotland	Red Party of Scotland	405070253350573	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	401	0	46	0
Paul Bristow	Conservatives	293864561226540	Facebook	m18_24	male (18-24)	UK	United Kingdom	5	1	345	53	15	0
Peoples Vote West Lancashire	Terence Leonard Brotheridge	679879869119530	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	330	57	11	0
Perth4Europe	Susannah Clare Rae	1050896375014974	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	313	0	35	0
David Round Independent Candidate for SE England - EU Elections 2019	David Victor Round	2212820298800330	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	296	59	6	0
UK Independence Party (UKIP)	UK Independence Party (UKIP)	209101162445115	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	287	143	3	0
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	280	56	6	0
Leeds Green Party	Central & Outer Leeds Green Party	161057677319663	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	266	0	30	0
Simon Hart MP	Simon Hart MP	914835805358773	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	209	41	4	0
The Jewellery App	Daren Daniels 	330299034102328	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	199	0	22	0
Warrington for Europe	Warrington for Europe	432194743945772	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	193	38	4	0
E.U. Thinking: Deal + Dover	cttee of E.U.Thinking: Deal + Dover	1174824375881755	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	188	0	21	0
Cllr Gillian Sharples	Miss Gillian Frances Sharples	347234755730703	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	153	0	17	0
Green & Co Accountants and Tax Advisors	Katie Ann Marie Williams	262456550465824	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	144	0	16	0
Trafford Conservatives	Altrincham & Sale West Conservative Association	201951136994785	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	144	28	3	0
Carmarthenshire Liberal Democrats	Christopher David W Passmore	585876841564510	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	130	0	14	0
Lancaster Green Councillors	Lancaster Green Councillors	482280301926914	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	128	0	14	0
Beira Moda	Ms Antonietta Marie Fionda	184230978956996	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	123	0	14	0
Councillor Tom Ashton	Thomas Ashton, Dunscroft, Main Road, Wrangle, Boston, Lincolnshire UK. PE22 9AZ	301790566852530	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	117	0	13	0
Cllr Nick Adams-King	Nick Adams-King	220735411764575	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	110	0	12	0
Shanklin Conservatives	Shanklin Conservatives	1894117177585611	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	108	0	12	0
Plaid Cymru Montgomeryshire / Maldwyn	Plaid Cymru Maldwyn 	407476889268616	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	105	0	12	0
Hartiful - Pins and Patches	Kayleigh Hart	1862783580707663	Facebook	m18_24	male (18-24)	UK	United Kingdom	2	1	97	0	11	0
Gutenberg Unbound	Gutenberg Unbound (apolitical apparel and accessories web-store)	2189982847933458	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	77	0	8	0
Andrew Milton - Lib Dems in Kenilworth	Andrew William Milton	230199117574707	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	77	0	8	0
Eddie Hughes MP	Eddie Hughes & Walsall Conservatives	1544601488897440	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	72	0	8	0
Cllr Mike Diamond	Cllr Mike Diamond 	1768404463408418	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	68	0	7	0
Cllr Diogo Rodrigues	Diogo Rodrigues	1847912222147101	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	67	0	7	0
Cllr Darren Byford - Horbury & South Ossett - Ward 8	Darren Byford	1675627896042124	Facebook	m18_24	male (18-24)	UK	United Kingdom	3	1	61	0	7	0
Abram Ward Labour Party	Alan Darbyshire	1750015101892170	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	54	0	6	0
Southampton Green Party	Joseph  William Cox	347038758816735	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	52	0	6	0
Simon Clarke MP	Simon Clarke	228249960960213	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	46	0	5	0
Squirrels Antiques	Alan Harvey Stone	309405686175567	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	45	0	5	0
Loving Europe 2	Terence Brotheridge	999682533550783	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	45	0	5	0
Beckton Labour	George James Harris	439640700178969	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	44	0	5	0
The Radical Tea Towel Company	Radical Tea Towel Company Ltd	242351902481164	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	43	0	4	0
Pinksixty	Leeze Lawrence	108182029247820	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	42	0	4	0
Tom McNeil	Thomas Benjamin Mcneil	1799561767025031	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	38	0	4	0
Sarah Jones MP - Standing Up for Croydon	Sarah Jones MP	130987447098320	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	36	0	4	0
I Love EU	Terence Brotheridge	396013737832767	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	34	0	3	0
Scottish Borders Green Party	Catriona Isabella Hamilton	386646754850062	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	33	0	3	0
Gosport Conservatives	Gosport Conservative Association	252502171807508	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	32	0	3	0
Bradford on Avon Lib Dems	Chippenham Constituency Liberal Democrats	176178532420023	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	29	0	3	0
Greenock & Inverclyde SNP	Mark Saunders	642335515864888	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	27	0	3	0
Tiverton & Honiton Liberal Democrats	Dr. J Timperley on behalf of Tiverton and Honiton Liberal Democrats	150862338924727	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	27	0	3	0
Cllr Karen Lucioni	Karen Lucioni	667909793390787	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	27	5	0	0
Kennington Community Council	Kennington Shadow Community Council	585914318462112	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	23	0	2	0
Ipswich Region	Region Media Ltd	2075147492755843	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	21	0	2	0
UKIP Bishop Auckland	ALAN JOJ'Y BREEZE	185015221854196	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	12	0	1	0
Jubilee+	Jubilee+	438366662862174	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	10	0	1	0
Ideal Bradford	Ideal Bradford	229750704107223	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	6	0	0	0
Theberton & Eastbridge Action Group on Sizewell - TEAGS	Theberton & Eastbridge Action Group on Sizewell (TEAGS)	474263022674218	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	5	0	0	0
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	m18_24	male (18-24)	UK	United Kingdom	1	1	0	0	0	0
