spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	FI	Finland	5196	1079	23748105	5725778	358784	316
50_100	50 - 100	FI	Finland	5468	1085	514118	126958	6049	882
100_1k	100 - 1k	FI	Finland	1410	407	39840282	14343109	286327	73116
1k_5k	1k - 5k	FI	Finland	138	56	15202443	7139646	129655	26060
5k_10k	5k - 10k	FI	Finland	16	10	4508642	2204169	50226	25062
10k_50k	10k - 50k	FI	Finland	1	1	5304	2652	236	47
