audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f65_	female (65+)	FR	France	Greenpeace France		39435457457	Facebook	121	1	1470517	671545	7889	1842
f65_	female (65+)	FR	France	Médecins du Monde France		265420476920	Facebook	815	1	706507	211062	11986	790
f65_	female (65+)	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	57	1	662068	276234	2085	600
f65_	female (65+)	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	7	1	445856	178698	4507	999
f65_	female (65+)	FR	France	European Parliament		178362315106	Facebook	57	1	367031	168211	2286	471
f65_	female (65+)	FR	France	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	106	1	330132	75187	4072	259
f65_	female (65+)	FR	France	Ministère de l'Intérieur		103146727990	Facebook	15	1	269139	109981	1508	407
f65_	female (65+)	FR	France	Primes écologique		152399322377561	Facebook	19	1	239927	100031	2928	635
f65_	female (65+)	FR	France	La Prime Énergie		336155273400553	Facebook	27	1	202253	80379	1750	397
f65_	female (65+)	FR	France	2 Min Ecologie		433170297221149	Facebook	68	1	186596	64480	2030	375
f65_	female (65+)	FR	France	Make.org	Make.org	122037308191612	Facebook	36	1	133177	38713	1418	289
f65_	female (65+)	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	129712	58260	1541	494
f65_	female (65+)	FR	France	Agence Française pour la Transition Energétique		1981871332106127	Facebook	18	1	126575	51709	549	69
f65_	female (65+)	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	119267	48698	1416	311
f65_	female (65+)	FR	France	Saine Abondance		2106701562887023	Facebook	21	1	117968	48776	1311	342
f65_	female (65+)	FR	France	foodwatch France		194934737335658	Facebook	14	1	117947	38769	1347	252
f65_	female (65+)	FR	France	Fiat Professional France		346353942508593	Facebook	2	1	110092	44043	1100	220
f65_	female (65+)	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	79	1	105820	30882	650	0
f65_	female (65+)	FR	France	FHE Group		1241383025915322	Facebook	1	1	103085	51543	515	103
f65_	female (65+)	FR	France	Les Antagonistes		398415124026017	Facebook	2	1	100960	50173	1019	499
f65_	female (65+)	FR	France	350.org		12185972707	Facebook	60	1	100536	22287	442	39
f65_	female (65+)	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	23	1	95502	38521	1140	259
f65_	female (65+)	FR	France	SOS Racisme		166294396737151	Facebook	1	1	83980	41990	839	419
f65_	female (65+)	FR	France	Le Monde		14892757589	Facebook	34	1	79879	30883	131	17
f65_	female (65+)	FR	France	CCFD-Terre Solidaire		112547358788607	Facebook	8	1	78097	28029	356	110
f65_	female (65+)	FR	France	CIWF France	CIWF France	335868279790722	Facebook	5	1	76724	36016	1160	262
f65_	female (65+)	FR	France	Commission européenne en France		173257392750594	Facebook	3	1	74799	29775	152	73
f65_	female (65+)	FR	France	Eclairelavie		475156612973063	Facebook	36	1	71531	23735	994	174
