advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EPP Group in the European Parliament		291699857688	Facebook	d056	2019-02-25	ES	Spain	1	1	52444	20977	52	10
Partido Socialista Europeo		442423976113917	Facebook	d056	2019-02-25	ES	Spain	1	1	16666	3333	166	33
Stop Cambio Climático		124967441456981	Facebook	d056	2019-02-25	ES	Spain	9	1	16184	5363	49	3
Eleuterio moreno Diaz		287766158269697	Facebook	d056	2019-02-25	ES	Spain	1	1	4545	909	9	0
Socios Cruz Roja		306840072990831	Facebook	d056	2019-02-25	ES	Spain	12	1	3696	1066	34	7
Iu Mota del Cuervo		1757104087848127	Facebook	d056	2019-02-25	ES	Spain	1	1	3333	1666	33	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	d056	2019-02-25	ES	Spain	2	1	2665	836	4	0
Mamen Sánchez		876437225721525	Facebook	d056	2019-02-25	ES	Spain	7	1	2420	1039	16	2
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d056	2019-02-25	ES	Spain	4	1	2380	559	22	4
Podemos Recuperar Badajoz		433544440139500	Facebook	d056	2019-02-25	ES	Spain	1	1	2272	454	4	0
Cero Residuo		190847155015247	Facebook	d056	2019-02-25	ES	Spain	3	1	1853	370	14	2
Kialo		729627343834501	Facebook	d056	2019-02-25	ES	Spain	1	1	1535	307	13	2
Esquerra d'Amposta	Esquerra Republicana	716042308461017	Facebook	d056	2019-02-25	ES	Spain	1	1	1249	625	12	0
Cafés Baqué		334754253232371	Facebook	d056	2019-02-25	ES	Spain	1	1	1190	238	2	0
Dani Pérez		573508279661673	Facebook	d056	2019-02-25	ES	Spain	1	1	1098	549	5	1
Izquierda Unida Utebo		182483486226	Facebook	d056	2019-02-25	ES	Spain	1	1	833	166	16	0
Clínica Harmonie Salamanca		115307495164630	Facebook	d056	2019-02-25	ES	Spain	3	1	523	217	13	0
Alternativa Republicana de Aragón		2216329848387600	Facebook	d056	2019-02-25	ES	Spain	1	1	499	99	9	0
Council of the European Union		147547541961576	Facebook	d056	2019-02-25	ES	Spain	1	1	462	231	2	0
EU Citizens Alliance		1122069994636814	Facebook	d056	2019-02-25	ES	Spain	1	1	423	84	0	0
Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	d056	2019-02-25	ES	Spain	1	1	357	71	0	0
Sosialidemokraatit SDP		108945982480217	Facebook	d056	2019-02-25	ES	Spain	2	1	314	62	0	0
FT Content Solutions		1220981994590364	Facebook	d056	2019-02-25	ES	Spain	7	1	286	61	2	0
Le Monde		14892757589	Facebook	d056	2019-02-25	ES	Spain	6	1	264	105	0	0
Perdurabo		380940568683973	Facebook	d056	2019-02-25	ES	Spain	1	1	218	109	0	0
Ami Horowitz		42597808880	Facebook	d056	2019-02-25	ES	Spain	2	1	217	56	1	0
Schindler		240247849365430	Facebook	d056	2019-02-25	ES	Spain	1	1	195	39	0	0
Jacky London		329725591050295	Facebook	d056	2019-02-25	ES	Spain	3	1	186	20	10	0
Sempre Avanti - Europa per Giachetti Ascani		536620483519486	Facebook	d056	2019-02-25	ES	Spain	1	1	164	33	3	0
Ivan Naranjo		310355973160536	Facebook	d056	2019-02-25	ES	Spain	1	1	133	26	0	0
VoteWatch Europe		355087424564148	Facebook	d056	2019-02-25	ES	Spain	1	1	76	15	0	0
Soviet Visuals		1160495674016675	Facebook	d056	2019-02-25	ES	Spain	6	1	60	10	1	0
Tafani's		306374169790036	Facebook	d056	2019-02-25	ES	Spain	1	1	37	0	0	0
PROGRESĪVIE		184096511636333	Facebook	d056	2019-02-25	ES	Spain	2	1	34	15	0	0
RSM MBA		110428762358678	Facebook	d056	2019-02-25	ES	Spain	3	1	28	12	0	0
Melba Culp		902971599738051	Facebook	d056	2019-02-25	ES	Spain	1	1	25	5	0	0
Bali Hope		1311505702264274	Facebook	d056	2019-02-25	ES	Spain	1	1	25	0	2	0
Getxon Bizi		304577850061436	Facebook	d056	2019-02-25	ES	Spain	2	1	22	0	2	0
EIT InnoEnergy		344038838945608	Facebook	d056	2019-02-25	ES	Spain	6	1	20	9	0	0
Greenhouse Ship		939647549574633	Facebook	d056	2019-02-25	ES	Spain	3	1	17	7	0	0
Columbia University in the City of New York		102471088936	Facebook	d056	2019-02-25	ES	Spain	3	1	17	6	0	0
Repression In Paradise - Venezuelan Documentary	Alving Garcia	1313923788706996	Facebook	d056	2019-02-25	ES	Spain	2	1	15	6	0	0
Roposo - TV By The People		574950735891850	Facebook	d056	2019-02-25	ES	Spain	1	1	15	7	0	0
Alberto Mereghetti-MEREXIRONRUNNER		56616854525	Facebook	d056	2019-02-25	ES	Spain	1	1	13	0	1	0
Musicians Against Climate Change		1760259647637432	Facebook	d056	2019-02-25	ES	Spain	3	1	12	2	0	0
YOGA BURN		146316959083110	Facebook	d056	2019-02-25	ES	Spain	3	1	11	2	0	0
Bogdan Vasile Despre Vremuri	Bogdan Vasile	546128465833210	Facebook	d056	2019-02-25	ES	Spain	1	1	9	0	1	0
Smart Water Magazine		634705100258374	Facebook	d056	2019-02-25	ES	Spain	1	1	8	4	0	0
Simon Curtis - Labor candidate for La Trobe		374003772805719	Facebook	d056	2019-02-25	ES	Spain	1	1	4	0	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	d056	2019-02-25	ES	Spain	2	1	2	0	0	0
Harvard Business Review		10423517786	Facebook	d056	2019-02-25	ES	Spain	1	1	2	0	0	0
Open Society Foundations		18983389920	Facebook	d056	2019-02-25	ES	Spain	2	1	1	0	0	0
Exponea		437489159794764	Facebook	d056	2019-02-25	ES	Spain	3	1	1	0	0	0
Lord Iván Emiro Cañas-Gutiérrez	Lord Ivan Emiro Canas Gutierrez	269972046494377	Facebook	d056	2019-02-25	ES	Spain	1	1	1	0	0	0
Columbia Alumni Association		195421575197	Facebook	d056	2019-02-25	ES	Spain	2	1	1	0	0	0
Deutschland.de		31292782350	Facebook	d056	2019-02-25	ES	Spain	1	1	0	0	0	0
Banque mondiale		155174084508744	Facebook	d056	2019-02-25	ES	Spain	1	1	0	0	0	0
African Union USA		507866149701811	Facebook	d056	2019-02-25	ES	Spain	1	1	0	0	0	0
Desde Polonia en Español		442022786220545	Facebook	d056	2019-02-25	ES	Spain	1	1	0	0	0	0
SAGE Publishing		121340691244235	Facebook	d056	2019-02-25	ES	Spain	1	1	0	0	0	0
IFES - International Fellowship of Evangelical Students		96156071216	Facebook	d056	2019-02-25	ES	Spain	2	1	0	0	0	0
