advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm2	Last 2 months	IE	Ireland	90	1	8023403	3398728	54380	9934
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	rm2	Last 2 months	IE	Ireland	189	1	6946563	2174930	37360	5495
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	rm2	Last 2 months	IE	Ireland	3	1	2199998	1100000	10497	2100
European Greens		141366725876424	Facebook	rm2	Last 2 months	IE	Ireland	28	1	2045964	986107	14465	4032
Referendum Commission		580832208630212	Facebook	rm2	Last 2 months	IE	Ireland	12	1	1921984	849998	7287	1299
Fine Gael	Fine Gael	264172043210	Facebook	rm2	Last 2 months	IE	Ireland	6	1	1899995	800000	8994	2700
Fianna Fáil	Fianna Fáil	222629035132	Facebook	rm2	Last 2 months	IE	Ireland	37	1	1395671	444140	5334	700
Matt Carthy	Carthy Matt	580216935345125	Facebook	rm2	Last 2 months	IE	Ireland	29	1	1059721	295750	4409	400
Sean Kelly MEP		340786422717552	Facebook	rm2	Last 2 months	IE	Ireland	45	1	940955	357999	7254	700
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	rm2	Last 2 months	IE	Ireland	15	1	814985	226000	2785	599
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	rm2	Last 2 months	IE	Ireland	34	1	809678	178856	4563	299
Facebook Ireland	Facebook Ireland	43110923010	Facebook	rm2	Last 2 months	IE	Ireland	4	1	799995	399999	3995	1999
Women for Election	Women for Election	115885998520125	Facebook	rm2	Last 2 months	IE	Ireland	10	1	619989	249999	3389	599
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	rm2	Last 2 months	IE	Ireland	9	1	609784	214896	2090	299
Labour Party	Labour Party	164027949687	Facebook	rm2	Last 2 months	IE	Ireland	7	1	604993	285999	2443	449
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	rm2	Last 2 months	IE	Ireland	9	1	559990	204999	2090	299
Maria Walsh	Fine Gael	883806764992893	Facebook	rm2	Last 2 months	IE	Ireland	18	1	547981	120999	3781	499
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	rm2	Last 2 months	IE	Ireland	10	1	520990	197000	2190	300
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	rm2	Last 2 months	IE	Ireland	5	1	499994	219999	3494	1299
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	rm2	Last 2 months	IE	Ireland	14	1	490986	137000	2985	400
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rm2	Last 2 months	IE	Ireland	22	1	441001	144749	2238	334
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	rm2	Last 2 months	IE	Ireland	13	1	426986	90999	1286	0
Kialo		729627343834501	Facebook	rm2	Last 2 months	IE	Ireland	236	1	419616	167090	2215	493
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	rm2	Last 2 months	IE	Ireland	2	1	399998	200000	1998	1000
Department of Foreign Affairs and Trade		449282445418073	Facebook	rm2	Last 2 months	IE	Ireland	1	1	333333	133333	3332	666
