advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	d138	2019-05-18	EE	Estonia	30	1	107970	21500	2920	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	d138	2019-05-18	EE	Estonia	1	1	49999	10000	99	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	d138	2019-05-18	EE	Estonia	6	1	41664	9333	464	66
Urmas Paet	Paet Urmas	223092011815453	Facebook	d138	2019-05-18	EE	Estonia	2	1	27499	5500	99	0
European Parliament	European Parliament	178362315106	Facebook	d138	2019-05-18	EE	Estonia	1	1	24999	4999	49	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	d138	2019-05-18	EE	Estonia	2	1	18332	3666	199	33
Triin Saag	Saag Triin	2012394932389774	Facebook	d138	2019-05-18	EE	Estonia	3	1	7998	2999	148	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	d138	2019-05-18	EE	Estonia	1	1	2499	500	49	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	d138	2019-05-18	EE	Estonia	1	1	234	117	0	0
European Commission	European Commission	107898832590939	Facebook	d138	2019-05-18	EE	Estonia	2	1	196	98	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	d138	2019-05-18	EE	Estonia	1	1	83	16	0	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	d138	2019-05-18	EE	Estonia	1	1	12	2	0	0
