advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	35_44	35-44	PL	Poland	486	1	2563641	1012168	9367	1914
Patryk Jaki		199877710116314	Facebook	35_44	35-44	PL	Poland	240	1	2426091	961677	11168	2490
Gazeta Wyborcza		63563473556	Facebook	35_44	35-44	PL	Poland	391	1	2261139	730836	5090	798
European Parliament		178362315106	Facebook	35_44	35-44	PL	Poland	41	1	1488755	691535	3311	956
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	35_44	35-44	PL	Poland	18	1	1190998	534746	2409	490
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	35_44	35-44	PL	Poland	64	1	1151067	542029	3640	1298
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	35_44	35-44	PL	Poland	73	1	971786	388137	1905	422
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	35_44	35-44	PL	Poland	14	1	812822	401014	965	201
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	35_44	35-44	PL	Poland	37	1	729584	270163	1433	359
Kialo		729627343834501	Facebook	35_44	35-44	PL	Poland	370	1	645051	265395	4179	1010
European Greens		141366725876424	Facebook	35_44	35-44	PL	Poland	32	1	621306	302184	2740	576
Sylwia Spurek		1967695263556184	Facebook	35_44	35-44	PL	Poland	23	1	494149	194648	881	190
Greenpeace Polska		32104614789	Facebook	35_44	35-44	PL	Poland	48	1	456351	190630	1492	327
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	35_44	35-44	PL	Poland	30	1	418659	149114	934	190
Dariusz Rosati	CommSense	238903929634988	Facebook	35_44	35-44	PL	Poland	35	1	388745	85324	758	124
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	35_44	35-44	PL	Poland	31	1	387220	86920	973	205
Satronik - Pompy Ciepła		276627982527247	Facebook	35_44	35-44	PL	Poland	6	1	385457	157969	230	46
Amnesty International Polska		57544755889	Facebook	35_44	35-44	PL	Poland	68	1	382615	130576	1276	370
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	35_44	35-44	PL	Poland	10	1	381250	174403	553	107
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	35_44	35-44	PL	Poland	46	1	375565	116773	1411	342
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	35_44	35-44	PL	Poland	35	1	369945	114944	906	209
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	35_44	35-44	PL	Poland	38	1	352123	122712	806	152
PolEXIT		2001582129931761	Facebook	35_44	35-44	PL	Poland	17	1	327443	138400	676	148
Paweł Bejda	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	587380481330698	Facebook	35_44	35-44	PL	Poland	77	1	304940	77918	657	103
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	35_44	35-44	PL	Poland	11	1	294125	113638	626	156
