advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti		21465928829	Facebook	45_54	45-54	DK	Denmark	327	1	1953849	664404	14022	3608
Red Barnet		67571270393	Facebook	45_54	45-54	DK	Denmark	81	1	781573	270119	12950	3344
European Parliament		178362315106	Facebook	45_54	45-54	DK	Denmark	61	1	677823	280516	7930	1567
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	45_54	45-54	DK	Denmark	138	1	590218	207640	9429	2394
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	45_54	45-54	DK	Denmark	474	1	529163	110889	5103	983
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	45_54	45-54	DK	Denmark	57	1	451319	153842	5658	1558
Lizette Risgaard		547601668763372	Facebook	45_54	45-54	DK	Denmark	71	1	418281	156098	4777	1251
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	45_54	45-54	DK	Denmark	33	1	367395	137905	4947	1260
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	45_54	45-54	DK	Denmark	34	1	287403	76945	2419	573
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	45_54	45-54	DK	Denmark	12	1	281987	120268	3426	972
Pia Olsen Dyhr	SF	49348971479	Facebook	45_54	45-54	DK	Denmark	52	1	268203	80170	2147	581
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	45_54	45-54	DK	Denmark	115	1	245076	55532	970	176
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	45_54	45-54	DK	Denmark	22	1	239804	81101	3704	1035
Røde Kors		65929129383	Facebook	45_54	45-54	DK	Denmark	27	1	226345	56061	2576	802
SF	SF	74796954245	Facebook	45_54	45-54	DK	Denmark	45	1	219065	56813	2071	539
World Animal Protection Danmark		33588644626	Facebook	45_54	45-54	DK	Denmark	5	1	175970	73648	2046	467
SE Energi & Klima		169900309711559	Facebook	45_54	45-54	DK	Denmark	43	1	155081	51072	1323	327
Naser Khader		1995019340791443	Facebook	45_54	45-54	DK	Denmark	14	1	142241	44781	1538	382
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	45_54	45-54	DK	Denmark	17	1	139141	45293	1493	378
Enhedslisten	Enhedslisten	223040066022	Facebook	45_54	45-54	DK	Denmark	22	1	130404	45324	802	238
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	45_54	45-54	DK	Denmark	30	1	115143	25032	1257	300
Laura Lindahl	Laura Lindahl	504310436316194	Facebook	45_54	45-54	DK	Denmark	45	1	113278	29306	1512	367
Lederne		167891603415958	Facebook	45_54	45-54	DK	Denmark	25	1	113087	29108	992	307
Simple Feast		571176036346620	Facebook	45_54	45-54	DK	Denmark	28	1	111596	24554	1433	204
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	45_54	45-54	DK	Denmark	25	1	109389	25181	1230	285
Mona Juul	Mona Juul	2079067062409423	Facebook	45_54	45-54	DK	Denmark	75	1	109316	30321	992	208
Facebook Nordic	Facebook	334318366655425	Facebook	45_54	45-54	DK	Denmark	4	1	109161	54581	730	365
Niels Fuglsang		264009771074617	Facebook	45_54	45-54	DK	Denmark	110	1	102189	25934	691	144
Zetland	Zetland	341299649231023	Facebook	45_54	45-54	DK	Denmark	23	1	92842	33408	284	117
Folkekirkens Nødhjælp		276770505228	Facebook	45_54	45-54	DK	Denmark	68	1	90294	18979	665	148
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	45_54	45-54	DK	Denmark	44	1	88848	25251	601	228
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	45_54	45-54	DK	Denmark	75	1	88144	20996	761	209
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	45_54	45-54	DK	Denmark	17	1	77888	24217	543	168
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	45_54	45-54	DK	Denmark	74	1	77096	22806	722	140
Den Blå Planet		167018996755220	Facebook	45_54	45-54	DK	Denmark	9	1	76962	23013	516	119
Christina Egelund	Liberal Alliance	684016791662654	Facebook	45_54	45-54	DK	Denmark	26	1	76654	16923	799	191
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	45_54	45-54	DK	Denmark	34	1	76364	18379	355	98
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	45_54	45-54	DK	Denmark	34	1	75039	16355	576	116
Kialo		729627343834501	Facebook	45_54	45-54	DK	Denmark	333	1	74682	28717	569	148
Jacob Mark	SF	69985338410	Facebook	45_54	45-54	DK	Denmark	26	1	72501	21457	689	180
Britt Bager	Bager Britt	460055244123143	Facebook	45_54	45-54	DK	Denmark	20	1	72278	14602	919	183
Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	45_54	45-54	DK	Denmark	21	1	72069	23467	821	299
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	45_54	45-54	DK	Denmark	28	1	70372	23005	598	129
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	45_54	45-54	DK	Denmark	33	1	70368	16665	776	191
Charlotte Munch - Politiker		210317432480139	Facebook	45_54	45-54	DK	Denmark	61	1	69539	14065	487	81
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	45_54	45-54	DK	Denmark	20	1	65947	18323	356	155
Mai Mercado		397094903687472	Facebook	45_54	45-54	DK	Denmark	116	1	65756	16241	538	111
Rina Ronja Kari	Rina Ronja Kari	41763808759	Facebook	45_54	45-54	DK	Denmark	12	1	60818	21713	269	54
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	45_54	45-54	DK	Denmark	42	1	60637	14544	467	108
En grønnere planet		301647537160818	Facebook	45_54	45-54	DK	Denmark	47	1	59322	16288	587	150
Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	45_54	45-54	DK	Denmark	38	1	57598	15780	555	113
Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	45_54	45-54	DK	Denmark	22	1	55376	17424	317	73
Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	45_54	45-54	DK	Denmark	4	1	53220	20020	254	61
Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	45_54	45-54	DK	Denmark	16	1	50082	14148	409	90
Amnesty International Danmark	Amnesty International Danmark	36664432940	Facebook	45_54	45-54	DK	Denmark	25	1	49071	10609	650	140
SF Amager KBH		262391220488874	Facebook	45_54	45-54	DK	Denmark	29	1	47278	19626	489	156
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	45_54	45-54	DK	Denmark	53	1	46226	10889	455	19
HK/Privat	HK/Privat	56810821434	Facebook	45_54	45-54	DK	Denmark	9	1	45635	9127	460	101
Serdal Benli	Benli Serdal	30196574028	Facebook	45_54	45-54	DK	Denmark	21	1	45629	11660	694	157
