impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	DE	Germany	13015	1562	11988817	0	1185575	15
1k_5k	1k - 5k	DE	Germany	7500	1854	32546480	6510598	651438	2402
5k_10k	5k - 10k	DE	Germany	2698	858	22071687	11036947	262108	11650
10k_50k	10k - 50k	DE	Germany	3209	921	107800445	21560520	560427	93091
50k_100k	50k - 100k	DE	Germany	665	283	32119392	16059857	204292	55131
100k_200k	100k - 200k	DE	Germany	364	164	27689030	13844584	174196	46197
200k_500k	200k - 500k	DE	Germany	254	133	33760354	13504168	173549	43501
500k_1m	500k - 1m	DE	Germany	103	53	16462548	8231282	87665	24216
