country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	f	female	6539	835	53716665	18418188	351531	34103
SK	Slovakia	m	male	6068	823	60716338	20803550	390451	40218
SK	Slovakia	u	unknown	5038	777	421295	141696	2695	310
