advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	u	unknown	DK	Denmark	253	1	74754	27548	620	157
European Parliament		178362315106	Facebook	u	unknown	DK	Denmark	79	1	42383	17294	470	91
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	u	unknown	DK	Denmark	116	1	21586	7127	308	81
Socialdemokratiet		41459763029	Facebook	u	unknown	DK	Denmark	87	1	21259	7134	266	72
Lizette Risgaard		547601668763372	Facebook	u	unknown	DK	Denmark	68	1	21007	8047	249	64
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	u	unknown	DK	Denmark	346	1	19529	4344	196	42
World Animal Protection Danmark		33588644626	Facebook	u	unknown	DK	Denmark	5	1	19218	8032	223	51
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	u	unknown	DK	Denmark	30	1	16656	6203	247	64
Pia Olsen Dyhr	SF	49348971479	Facebook	u	unknown	DK	Denmark	51	1	14365	4569	119	28
SF	SF	74796954245	Facebook	u	unknown	DK	Denmark	45	1	13424	3640	124	28
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	u	unknown	DK	Denmark	31	1	13147	3680	107	25
Oatly		214112085661044	Facebook	u	unknown	DK	Denmark	4	1	11567	4656	75	17
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	u	unknown	DK	Denmark	150	1	11358	2635	39	7
Enhedslisten	Enhedslisten	223040066022	Facebook	u	unknown	DK	Denmark	21	1	11256	3558	66	19
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	u	unknown	DK	Denmark	11	1	10536	4477	120	34
SE Energi & Klima		169900309711559	Facebook	u	unknown	DK	Denmark	40	1	10131	3518	78	20
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	u	unknown	DK	Denmark	22	1	9849	3309	131	40
Kialo		729627343834501	Facebook	u	unknown	DK	Denmark	347	1	9321	3432	77	20
Simple Feast		571176036346620	Facebook	u	unknown	DK	Denmark	28	1	9105	1999	113	16
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	u	unknown	DK	Denmark	69	1	8425	2061	76	21
En grønnere planet		301647537160818	Facebook	u	unknown	DK	Denmark	45	1	7907	2131	76	19
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	u	unknown	DK	Denmark	30	1	7421	1679	80	19
Afrika Kontakt		194452460650048	Facebook	u	unknown	DK	Denmark	32	1	7246	1701	48	9
Mona Juul	Mona Juul	2079067062409423	Facebook	u	unknown	DK	Denmark	69	1	7231	2098	64	13
Den Blå Planet		167018996755220	Facebook	u	unknown	DK	Denmark	8	1	7120	2205	44	10
