impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	FI	Finland	1996	442	1667801	0	163994	9
1k_5k	1k - 5k	FI	Finland	1864	605	6932644	1386806	138291	582
5k_10k	5k - 10k	FI	Finland	685	321	4379730	2190084	60142	4440
10k_50k	10k - 50k	FI	Finland	1216	408	28271416	5654396	200449	39836
50k_100k	50k - 100k	FI	Finland	327	142	8927529	4463809	56760	17326
100k_200k	100k - 200k	FI	Finland	214	92	8756016	4378030	59053	14907
200k_500k	200k - 500k	FI	Finland	164	71	9727048	3890827	64460	18091
500k_1m	500k - 1m	FI	Finland	76	39	15156708	7578362	88126	30290
