country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	13_17	13-17	1330	383	2438668	845235	14032	3273
SE	Sweden	18_24	18-24	8181	1675	26250342	9256611	203469	51347
SE	Sweden	25_34	25-34	9879	1850	37619920	12916591	305773	75154
SE	Sweden	35_44	35-44	9919	1825	31141738	10381538	256063	62373
SE	Sweden	45_54	45-54	9428	1776	27700705	9152686	238943	58282
SE	Sweden	55_64	55-64	8361	1671	20628805	6632711	191539	47496
SE	Sweden	65_	65+	7352	1523	23699729	7871845	235887	59893
