advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	0_1k	0 - 1k	EL	Greece	15	1	14985	0	1485	0
Δημήτριος Μελάς	Σ. Παυλιδης	322928891749288	Facebook	0_1k	0 - 1k	EL	Greece	5	1	4981	0	493	0
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	0_1k	0 - 1k	EL	Greece	3	1	2996	0	296	0
Αναστάσης Περράκης - Το Ποτάμι	Anastasios Perrakis	758329734261780	Facebook	0_1k	0 - 1k	EL	Greece	3	1	2996	0	296	0
Γεώργιος Χατζίκος - Θεσσαλονίκη Υπεύθυνα 2019	Γεωργιος Χατζικος	616607865453873	Facebook	0_1k	0 - 1k	EL	Greece	3	1	2996	0	296	0
Μανώλης Γλυνός	Emmanouil Glynos	968742453313048	Facebook	0_1k	0 - 1k	EL	Greece	3	1	2996	0	296	0
Θάνος Δούρος - Υποψήφιος Δημοτικός Σύμβουλος με το Σπιράλ	Αθανασιος Δουρος	244248349814901	Facebook	0_1k	0 - 1k	EL	Greece	3	1	2996	0	296	0
Αριστερή Πρωτοβουλία Γλυφάδας - με την αριστερά της ρήξης & της ανατροπής	Παναγιωτης Βασιλακης	271036136394392	Facebook	0_1k	0 - 1k	EL	Greece	2	1	1998	0	197	0
Γιώργος Ρωμανιάς - Giorgos Romanias	Γεωργιος Ρωμανιας	323464321610249	Facebook	0_1k	0 - 1k	EL	Greece	2	1	1998	0	197	0
Θοδωρής Δουλουμπέκης - Theodore Douloumpekis	Theodoros Douloumpekis 	310648756200075	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Αντωνιάδου Αθηνά	Αθηνα Αντωνιαδου	2058682324431724	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Γιάννης Δάλμας	Ioannis Dalmas	321260791914587	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Κώστας Ζώμπος / Γαλάτσι. Ζούμε εδώ	Κώστας Ζώμπος	107144245980503	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	98	0
Αφροδίτη Μπλέτα-Afroditi Bleta	Afroditi Bleta	565688613941809	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Δρόσος Α. Δημήτριος - Υποψήφιος Ευρωβουλευτής ΜέΡΑ25	Δημητριος Δροσος	255454748717785	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Βαγγέλης Βαβουλιώτης	Βαβουλιωτης Αθανασιος	386756061904875	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Νέα Ελληνική Ορμή	Evangelia Palaiokosta	314073952467513	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Κατερίνα Παπακώστα-Σιδηροπούλου	Evangelia Palaiokosta	565487000137386	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Εφημερίδα Πατρίς	Digital Solutions	480080462017104	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Lamprinos-Vlattas Efstratios - Stratos	Ευστρατιος Λαμπρινος Βλαττας	378201616112682	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
Νίκος Πέππας - Υποψήφιος Δημοτικός Σύμβουλος	Νίκος Πέππας	589295414486770	Facebook	0_1k	0 - 1k	EL	Greece	1	1	999	0	99	0
