spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	FR	France	12211	3181	65126743	16921919	762154	159
50_100	50 - 100	FR	France	12299	3112	3521919	1298260	19080	2848
100_1k	100 - 1k	FR	France	2566	759	117526398	47766703	607863	179834
1k_5k	1k - 5k	FR	France	333	115	92159154	42133764	845433	174913
5k_10k	5k - 10k	FR	France	19	15	5324772	2635696	68471	28271
10k_50k	10k - 50k	FR	France	4	2	340449	153264	14280	2856
