advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Roberta Metsola		406824526101449	Facebook	0_50	0 - 50	MT	Malta	469	1	4208326	1181739	46016	0
David Casa	David Casa	193035580892638	Facebook	0_50	0 - 50	MT	Malta	80	1	2823656	704709	7894	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	0_50	0 - 50	MT	Malta	109	1	2209990	558256	10757	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	0_50	0 - 50	MT	Malta	91	1	2015612	510405	8980	0
Josef Caruana		166617437361908	Facebook	0_50	0 - 50	MT	Malta	54	1	1632829	370838	5329	0
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	0_50	0 - 50	MT	Malta	116	1	1431414	321994	11448	0
Frank Psaila		458318884361628	Facebook	0_50	0 - 50	MT	Malta	84	1	1020519	272463	7370	0
Joe Sammut		433245190070343	Facebook	0_50	0 - 50	MT	Malta	72	1	961583	237222	7087	0
PD Martin Cauchi Inglott		181379916072401	Facebook	0_50	0 - 50	MT	Malta	51	1	874212	228284	5033	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	0_50	0 - 50	MT	Malta	102	1	456472	121620	10066	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	0_50	0 - 50	MT	Malta	18	1	454562	96698	1776	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	0_50	0 - 50	MT	Malta	55	1	444305	147047	5169	0
European Parliament		178362315106	Facebook	0_50	0 - 50	MT	Malta	26	1	409240	131694	2370	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	0_50	0 - 50	MT	Malta	40	1	408683	126604	3947	0
Ian Borg	Ian Borg	151496594943131	Facebook	0_50	0 - 50	MT	Malta	5	1	398749	169470	493	0
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	0_50	0 - 50	MT	Malta	10	1	370832	109657	986	0
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	0_50	0 - 50	MT	Malta	11	1	343904	80745	1085	0
Live Communications for MEP Elections May 2019		962042630582450	Facebook	0_50	0 - 50	MT	Malta	20	1	340915	109657	1973	0
Noel Cassar		290329184871610	Facebook	0_50	0 - 50	MT	Malta	7	1	309028	64797	690	0
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	0_50	0 - 50	MT	Malta	15	1	305032	66791	1480	0
Lovin Malta	Lovin Malta	1700937210129433	Facebook	0_50	0 - 50	MT	Malta	5	1	299061	89719	493	0
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	0_50	0 - 50	MT	Malta	12	1	250206	58816	1184	0
James Grech		1050376408471129	Facebook	0_50	0 - 50	MT	Malta	12	1	240229	50839	1184	0
Josianne Cutajar		337620233111013	Facebook	0_50	0 - 50	MT	Malta	13	1	237246	49844	1282	0
Vote16+		149809275605377	Facebook	0_50	0 - 50	MT	Malta	1	1	199376	99688	98	0
