advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f	female	HU	Hungary	39	1	7153689	3410773	15583	7095
European Parliament		178362315106	Facebook	f	female	HU	Hungary	83	1	5084371	2309493	15398	4946
Fidesz	Fidesz	9844779306	Facebook	f	female	HU	Hungary	43	1	4024443	1903057	13557	6629
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f	female	HU	Hungary	35	1	3015189	1219103	2325	537
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	f	female	HU	Hungary	70	1	2680199	1111445	6139	2201
MSZP	MSZP	115388925185513	Facebook	f	female	HU	Hungary	49	1	2433868	1061321	4070	1508
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f	female	HU	Hungary	104	1	2371808	923108	4568	1808
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f	female	HU	Hungary	46	1	2260629	881132	4365	1269
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	f	female	HU	Hungary	43	1	1271658	460852	1779	465
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	f	female	HU	Hungary	22	1	1188097	502971	1988	685
Greenpeace Magyarország		35634348348	Facebook	f	female	HU	Hungary	67	1	1095152	445352	5098	225
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	f	female	HU	Hungary	11	1	1095099	486858	2532	1209
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	f	female	HU	Hungary	26	1	1061986	378613	1743	489
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	f	female	HU	Hungary	13	1	981186	393391	1886	771
Ujhelyi István dr.	MSZP	734217673259088	Facebook	f	female	HU	Hungary	31	1	930372	371677	2383	883
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	f	female	HU	Hungary	27	1	787021	284171	1335	319
European Greens		141366725876424	Facebook	f	female	HU	Hungary	8	1	782449	335202	1887	739
Dúró Dóra		191946490841225	Facebook	f	female	HU	Hungary	26	1	763576	315078	1921	733
European Commission		107898832590939	Facebook	f	female	HU	Hungary	19	1	681354	297095	2110	668
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f	female	HU	Hungary	20	1	578590	162831	1303	289
Budapest 10-es Választókerület		757956501234552	Facebook	f	female	HU	Hungary	24	1	525840	165051	1208	251
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	f	female	HU	Hungary	14	1	524444	185760	1031	329
Itthonról Otthonra		795559303924823	Facebook	f	female	HU	Hungary	1	1	515010	257505	318	159
Morvai Krisztina		282077899700	Facebook	f	female	HU	Hungary	3	1	506169	253085	649	253
Kialo		729627343834501	Facebook	f	female	HU	Hungary	305	1	486959	201143	2940	790
