age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	AT	Austria	4704	391	7392049	2430250	62399	7026
18_24	18-24	AT	Austria	10004	1273	38808636	13614916	320250	42913
25_34	25-34	AT	Austria	10757	1414	41685116	14799550	378227	55761
35_44	35-44	AT	Austria	10486	1377	26471830	9206087	263385	38566
45_54	45-54	AT	Austria	10075	1325	22017319	7403720	235978	31964
55_64	55-64	AT	Austria	9118	1223	15274910	5005850	175019	21885
65_	65+	AT	Austria	7909	1077	8381570	2714654	98340	12196
