recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	ES	Spain	286	78	1490088	528284	11267	1561
rd2	Last 2 days	2019-05-25	2019-05-26	ES	Spain	554	156	5052900	1775890	38074	5397
rd3	Last 3 days	2019-05-24	2019-05-26	ES	Spain	5450	443	40741479	14628145	398419	57590
rd4	Last 4 days	2019-05-23	2019-05-26	ES	Spain	5654	454	72493596	26202012	729766	105555
rd5	Last 5 days	2019-05-22	2019-05-26	ES	Spain	5874	474	101326634	36982545	991553	149747
rd6	Last 6 days	2019-05-21	2019-05-26	ES	Spain	6044	482	122146527	44888816	1171111	178355
rw1	Last week	2019-05-20	2019-05-26	ES	Spain	6201	489	137318464	50631995	1299278	200979
rw2	Last 2 weeks	2019-05-13	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rw3	Last 3 weeks	2019-05-06	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rw4	Last 4 weeks	2019-04-29	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rm1	Last month	2019-04-27	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rm2	Last 2 months	2019-03-28	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rm3	Last 3 months	2019-02-26	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
rm6	Last 6 months	2019-01-01	2019-05-26	ES	Spain	6423	499	151402695	55746141	1420921	214341
