country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	0_50	0 - 50	2366	632	10362801	2741326	63004	8
LU	Luxembourg	50_100	50 - 100	2588	625	137053	49179	638	70
LU	Luxembourg	100_1k	100 - 1k	923	263	6428294	2793523	30936	6927
LU	Luxembourg	1k_5k	1k - 5k	97	38	158253	73924	1157	272
LU	Luxembourg	5k_10k	5k - 10k	10	9	22233	11088	259	115
LU	Luxembourg	10k_50k	10k - 50k	1	1	1440	720	64	12
