day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	ES	Spain	1988	105	1463527	424215	38321	557
d126	2019-05-06	ES	Spain	2061	119	3241330	1109869	48567	2295
d125	2019-05-05	ES	Spain	2246	122	1761275	498053	50578	862
d124	2019-05-04	ES	Spain	1705	132	1345313	439785	23588	741
d123	2019-05-03	ES	Spain	1686	148	2653087	854615	27447	1050
d122	2019-05-02	ES	Spain	1510	148	1633895	564665	20037	950
d121	2019-05-01	ES	Spain	1491	147	1291730	445261	19336	915
d120	2019-04-30	ES	Spain	1510	164	4578442	1565922	26910	2265
d119	2019-04-29	ES	Spain	975	170	2018706	741669	11475	1408
d118	2019-04-28	ES	Spain	1014	173	2717148	1135055	16567	2622
d117	2019-04-27	ES	Spain	1064	200	3890502	1675665	22450	3703
d116	2019-04-26	ES	Spain	5378	270	63828480	25880166	451999	79948
d115	2019-04-25	ES	Spain	6799	275	70984312	27161803	630809	89237
d114	2019-04-24	ES	Spain	4024	273	42882786	17274801	326226	56484
d113	2019-04-23	ES	Spain	3363	278	37570805	14787228	288432	44753
d112	2019-04-22	ES	Spain	1794	274	24775418	9941216	147045	25578
d111	2019-04-21	ES	Spain	1556	262	16165659	6336931	103343	13189
d110	2019-04-20	ES	Spain	1696	263	16150847	6200189	122860	13137
d109	2019-04-19	ES	Spain	2076	269	14964627	5424329	111463	9999
d108	2019-04-18	ES	Spain	2102	267	22161611	7147175	140067	15041
d107	2019-04-17	ES	Spain	2256	263	19616242	6004501	121388	10080
d106	2019-04-16	ES	Spain	2275	273	20078609	6100124	125024	9464
d105	2019-04-15	ES	Spain	2009	307	26581780	9684208	169639	26576
d104	2019-04-14	ES	Spain	1147	297	6201904	2249137	26011	3745
d103	2019-04-13	ES	Spain	1009	304	7432780	3022047	29593	5509
d102	2019-04-12	ES	Spain	978	325	6717118	2862517	37566	6591
d101	2019-04-11	ES	Spain	867	321	7336285	3227696	35820	8100
d100	2019-04-10	ES	Spain	795	315	5228184	2353898	27472	5610
d099	2019-04-09	ES	Spain	803	317	4101162	1793064	26822	4757
d098	2019-04-08	ES	Spain	766	314	3545827	1543712	21885	4264
