advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AIESEC in Spain		114175352124	Facebook	d071	2019-03-12	ES	Spain	1	1	83333	33333	83	16
Formación Carpe Diem		100755893315879	Facebook	d071	2019-03-12	ES	Spain	1	1	49999	10000	99	0
Lingokids		497983453648415	Facebook	d071	2019-03-12	ES	Spain	1	1	47646	23823	212	42
Denuncia Ciudadana La 17 Z Televisión		1649749408633121	Facebook	d071	2019-03-12	ES	Spain	2	1	25998	5000	148	0
GrammoPhonia		163304064029222	Facebook	d071	2019-03-12	ES	Spain	2	1	25499	5000	99	0
Ecoembes		322056604527477	Facebook	d071	2019-03-12	ES	Spain	1	1	24999	12500	62	12
EOI		155260568096	Facebook	d071	2019-03-12	ES	Spain	1	1	19999	8000	19	4
Salvemos La Naval		1023024337889282	Facebook	d071	2019-03-12	ES	Spain	12	1	19988	2000	1187	0
Relevo Contigo		1035516339843936	Facebook	d071	2019-03-12	ES	Spain	4	1	15713	3142	56	0
Irene Montero	Unidas Podemos	699285113542248	Facebook	d071	2019-03-12	ES	Spain	1	1	14285	7142	35	7
Colores Contra la Violencia		491948314339036	Facebook	d071	2019-03-12	ES	Spain	2	1	12749	2500	49	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Andres Collado Quereda	154616807805	Facebook	d071	2019-03-12	ES	Spain	1	1	12497	2499	24	0
Kialo		729627343834501	Facebook	d071	2019-03-12	ES	Spain	1	1	10514	5257	233	46
Coolmic		2080256475322790	Facebook	d071	2019-03-12	ES	Spain	2	1	10251	4355	145	72
Stop Cambio Climático		124967441456981	Facebook	d071	2019-03-12	ES	Spain	7	1	9697	4157	53	7
Fundació URV		156627227830747	Facebook	d071	2019-03-12	ES	Spain	1	1	8333	1666	16	0
Jaén, Sentido y Común		922716707779977	Facebook	d071	2019-03-12	ES	Spain	1	1	8333	1666	16	0
ADÑ		542028829571357	Facebook	d071	2019-03-12	ES	Spain	1	1	7936	3174	15	7
Blexr		857941337581488	Facebook	d071	2019-03-12	ES	Spain	1	1	7578	1515	15	0
Álex Pastor	PSC Badalona	2053966338189807	Facebook	d071	2019-03-12	ES	Spain	1	1	6249	1250	12	0
Fondos Europeos en Andalucía		431563433533187	Facebook	d071	2019-03-12	ES	Spain	1	1	6249	1249	12	0
Calala Fondo de Mujeres | Calala Fon de les Dones		272960007198	Facebook	d071	2019-03-12	ES	Spain	2	1	5997	999	198	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d071	2019-03-12	ES	Spain	5	1	4656	2026	34	10
One Oak Brand		501399723379605	Facebook	d071	2019-03-12	ES	Spain	4	1	3996	0	396	0
Fridays For Future València		2302199243392359	Facebook	d071	2019-03-12	ES	Spain	1	1	3333	1666	33	0
