gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IE	Ireland	3959	1021	23064961	8873621	156519	23158
m	male	IE	Ireland	3631	990	21081564	8049677	142445	21076
u	unknown	IE	Ireland	3340	923	359012	133565	2637	371
