country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	f25_34	female (25-34)	3044	695	2487783	870909	12920	1313
LU	Luxembourg	m25_34	male (25-34)	2829	678	2480025	845238	13843	1271
LU	Luxembourg	f18_24	female (18-24)	2642	623	2461779	823271	12241	1168
LU	Luxembourg	m18_24	male (18-24)	2485	607	2349022	776147	12734	1123
LU	Luxembourg	f35_44	female (35-44)	2970	680	1554827	522846	8711	750
LU	Luxembourg	m35_44	male (35-44)	2767	664	1461069	484276	8594	669
LU	Luxembourg	f45_54	female (45-54)	2826	652	1092469	346950	6349	436
LU	Luxembourg	m45_54	male (45-54)	2613	634	1017914	324698	5977	390
LU	Luxembourg	f55_64	female (55-64)	2276	604	680471	202653	4243	218
LU	Luxembourg	m55_64	male (55-64)	2125	588	572514	169439	3795	165
LU	Luxembourg	f65_	female (65+)	2037	539	342471	100322	2201	100
LU	Luxembourg	m65_	male (65+)	1906	520	294423	86347	1847	80
LU	Luxembourg	f13_17	female (13-17)	406	135	257834	72411	1416	40
LU	Luxembourg	m13_17	male (13-17)	379	129	162972	44511	1062	27
LU	Luxembourg	u25_34	unknown (25-34)	2490	599	45150	14903	301	20
LU	Luxembourg	u35_44	unknown (35-44)	2458	593	41763	13548	240	17
LU	Luxembourg	u45_54	unknown (45-54)	2263	553	19955	6201	128	7
LU	Luxembourg	u55_64	unknown (55-64)	1627	487	9865	2813	66	2
LU	Luxembourg	u18_24	unknown (18-24)	1893	481	8229	2723	44	3
LU	Luxembourg	u65_	unknown (65+)	1511	449	7133	2091	43	1
LU	Luxembourg	u13_17	unknown (13-17)	253	110	1319	355	7	0
