advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd2	Last 2 days	64	1	14528794	6465166	84983	20223
CDU	CDU	78502295414	Facebook	rd2	Last 2 days	3170	1	10100943	2510333	104610	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd2	Last 2 days	275	1	5211024	1962369	25456	4097
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd2	Last 2 days	13	1	3727373	1644523	15021	3710
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd2	Last 2 days	76	1	2817231	1262771	8086	1745
Partito Democratico		77034286895	Facebook	rd2	Last 2 days	71	1	2762515	1032317	11588	1690
România în primul rând	Future Innovation	770704223323599	Facebook	rd2	Last 2 days	24	1	2527474	1137575	2745	655
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd2	Last 2 days	354	1	2353346	627774	28894	4411
Fidesz	Fidesz	9844779306	Facebook	rd2	Last 2 days	10	1	1599990	750000	5880	2940
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd2	Last 2 days	80	1	1588532	324785	4003	28
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd2	Last 2 days	19	1	1550481	690838	2987	857
Save the Children España	Save the Children España	57845333112	Facebook	rd2	Last 2 days	16	1	1274984	561000	6084	1400
Partidul Naţional Liberal		181375448581167	Facebook	rd2	Last 2 days	21	1	1265467	565952	2737	825
GRUNDIG		1508163162762486	Facebook	rd2	Last 2 days	14	1	1253323	574666	2370	496
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd2	Last 2 days	12	1	1223804	574761	3036	1224
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd2	Last 2 days	7	1	1193584	541794	5212	2343
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd2	Last 2 days	24	1	1150818	487166	2251	940
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd2	Last 2 days	190	1	1110822	379586	7336	1042
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd2	Last 2 days	18	1	1047740	414333	2694	728
SPÖ	SPÖ	77393060080	Facebook	rd2	Last 2 days	282	1	1022217	336300	8950	702
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	rd2	Last 2 days	40	1	1017842	395888	9529	2564
Facebook Brussels	Facebook	287739491272583	Facebook	rd2	Last 2 days	16	1	990656	369333	9163	2173
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd2	Last 2 days	12	1	874271	375274	5387	1804
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rd2	Last 2 days	40	1	870132	312500	3882	113
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	rd2	Last 2 days	4	1	867663	416666	5512	1080
SPD	SPD	47930567748	Facebook	rd2	Last 2 days	64	1	859937	213000	7887	490
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rd2	Last 2 days	143	1	855070	290833	10570	249
Greenpeace Deutschland		22541752487	Facebook	rd2	Last 2 days	213	1	837999	242367	8618	379
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rd2	Last 2 days	2	1	833332	416666	455	122
Facebook	Facebook	726281677519881	Facebook	rd2	Last 2 days	5	1	803998	322000	8038	1600
Centerpartiet	Centerpartiet	12690894340	Facebook	rd2	Last 2 days	85	1	794353	242500	7344	1828
Avaaz	Avaaz	8340223883	Facebook	rd2	Last 2 days	9	1	754993	315666	5498	1186
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rd2	Last 2 days	36	1	738365	280536	1693	247
Kyriakos Mitsotakis		34848567724	Facebook	rd2	Last 2 days	9	1	724995	275000	1445	250
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rd2	Last 2 days	411	1	721043	252820	2651	449
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd2	Last 2 days	9	1	706822	297753	320	64
Stadt Wien	Stadt Wien	110971788921077	Facebook	rd2	Last 2 days	46	1	685954	208000	4954	100
Andreas Schieder	SPÖ	290881691011354	Facebook	rd2	Last 2 days	44	1	623126	272541	7171	1139
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	rd2	Last 2 days	29	1	620319	218966	3212	400
Liberalerna	Liberalerna	132266740623	Facebook	rd2	Last 2 days	66	1	614437	182333	1940	462
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd2	Last 2 days	920	1	600427	117353	15566	290
sp.a	sp.a	57253967150	Facebook	rd2	Last 2 days	43	1	591314	217238	4544	425
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	rd2	Last 2 days	24	1	584583	209200	3663	500
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	rd2	Last 2 days	1386	1	581897	21720	50593	0
Groen	Groen	84920854319	Facebook	rd2	Last 2 days	76	1	580042	185394	3387	304
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rd2	Last 2 days	8	1	578327	266666	1213	336
Change UK - The Independent Group	The Independent Group (TIG) Ltd, company number 11770529, a registered company in England and Wales.	395151614382309	Facebook	rd2	Last 2 days	11	1	566991	280000	8206	2869
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd2	Last 2 days	2	1	549998	210000	198	0
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	rd2	Last 2 days	40	1	541410	241346	1139	140
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	rd2	Last 2 days	10	1	536660	210166	1690	514
FDP	FDP	21289227249	Facebook	rd2	Last 2 days	49	1	533367	125590	2750	40
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	rd2	Last 2 days	69	1	527057	191528	1455	57
Open Vld	Open Vld	53668151866	Facebook	rd2	Last 2 days	163	1	509617	170433	8083	309
Facebook	Facebook	528572717569139	Facebook	rd2	Last 2 days	2	1	500094	200000	1165	232
RefillnotLandfill - Asia		194932790950518	Facebook	rd2	Last 2 days	1	1	499999	250000	222	44
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	rd2	Last 2 days	16	1	490824	190166	1047	325
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	rd2	Last 2 days	124	1	482389	145287	2363	271
Campact e.V.		82734241364	Facebook	rd2	Last 2 days	14	1	479347	219825	1657	531
Facebook	Facebook	197589525931	Facebook	rd2	Last 2 days	2	1	468965	234482	2344	468
DIE LINKE	DIE LINKE	47694585682	Facebook	rd2	Last 2 days	57	1	460896	154919	3126	163
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	rd2	Last 2 days	34	1	459978	156904	3342	414
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	rd2	Last 2 days	46	1	451929	188823	2272	575
kontrast.at	kontrast.at	1079650008770485	Facebook	rd2	Last 2 days	24	1	448247	176854	2546	594
The Labour Party	The Labour Party	25749647410	Facebook	rd2	Last 2 days	12	1	434395	138000	4507	856
TOP 09	TOP 09	90002267161	Facebook	rd2	Last 2 days	20	1	430549	173416	718	207
