day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d122	2019-05-02	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	74	1	1642010	682340	3540	973
d122	2019-05-02	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	131	1	711685	278302	4876	1073
d122	2019-05-02	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	14	1	587300	257941	6160	1601
d122	2019-05-02	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	5	1	300866	150171	6008	1501
d122	2019-05-02	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	464	1	283835	107090	3148	449
d122	2019-05-02	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	2	1	282257	116129	2660	532
d122	2019-05-02	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	15	1	272217	122109	849	225
d122	2019-05-02	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	4	1	252496	110500	346	0
d122	2019-05-02	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	33	1	251147	70025	1871	333
d122	2019-05-02	BE	Belgium	Groen	Groen	84920854319	Facebook	64	1	221680	72537	1048	171
d122	2019-05-02	BE	Belgium	European Parliament		178362315106	Facebook	6	1	199997	99999	598	119
d122	2019-05-02	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	12	1	199890	91678	1106	216
d122	2019-05-02	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	65	1	158302	59980	433	20
d122	2019-05-02	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	4	1	135743	67872	1843	543
d122	2019-05-02	BE	Belgium	sp.a	sp.a	57253967150	Facebook	9	1	134164	49833	914	183
d122	2019-05-02	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	74	1	112374	32457	733	32
d122	2019-05-02	BE	Belgium	Christian Leysen	Christian Leysen	403864600161608	Facebook	1	1	99986	49993	498	99
d122	2019-05-02	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	88014	36240	426	106
d122	2019-05-02	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	11	1	73862	33181	464	79
d122	2019-05-02	BE	Belgium	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	6	1	63306	12661	318	48
d122	2019-05-02	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	29	1	53965	14212	421	68
d122	2019-05-02	BE	Belgium	Aymeric DE LAMOTTE		841559215859811	Facebook	2	1	49999	10000	99	0
d122	2019-05-02	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	10	1	46665	16888	205	55
d122	2019-05-02	BE	Belgium	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	44	1	42569	12476	369	0
d122	2019-05-02	BE	Belgium	CD&V	CD&V	52997544531	Facebook	10	1	39513	16141	294	49
