advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Harald Vilimsky		547597092025909	Facebook	f	Facebook	AT	Austria	179	1	17629674	7484537	164107	38197
SPÖ	SPÖ	77393060080	Facebook	f	Facebook	AT	Austria	726	1	17292412	5836973	130328	17798
European Parliament		178362315106	Facebook	f	Facebook	AT	Austria	134	1	11255136	4724243	107829	29409
Andreas Schieder	SPÖ	290881691011354	Facebook	f	Facebook	AT	Austria	166	1	8841468	2865462	70145	13531
Claudia Gamon	NEOS	447992848717452	Facebook	f	Facebook	AT	Austria	268	1	8478723	2914996	56831	9499
kontrast.at	kontrast.at	1079650008770485	Facebook	f	Facebook	AT	Austria	104	1	8096890	3238997	43195	13999
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	f	Facebook	AT	Austria	1318	1	6952198	1527906	148012	4398
HC Strache	FPÖ	74865038590	Facebook	f	Facebook	AT	Austria	74	1	5603921	2362997	35725	9399
Die Grünen	Die Grünen	21759893033	Facebook	f	Facebook	AT	Austria	101	1	5589885	1792994	41798	7499
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	f	Facebook	AT	Austria	609	1	5340362	1571988	66290	1499
Europäisches Parlament Österreich		124468054313069	Facebook	f	Facebook	AT	Austria	35	1	4794893	1974969	18064	6399
Stadt Wien	Stadt Wien	110971788921077	Facebook	f	Facebook	AT	Austria	50	1	3283950	1144000	16650	2700
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	f	Facebook	AT	Austria	18	1	3079960	1261991	4581	699
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	f	Facebook	AT	Austria	290	1	2868349	670881	40206	2899
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	f	Facebook	AT	Austria	39	1	1944961	521000	5461	400
European Greens	European Greens	141366725876424	Facebook	f	Facebook	AT	Austria	18	1	1829113	778749	12795	2950
Johann Gudenus		104145976305577	Facebook	f	Facebook	AT	Austria	50	1	1823937	706993	11049	1799
Othmar Karas	Volkspartei	395638503864459	Facebook	f	Facebook	AT	Austria	443	1	1623557	334000	49857	1500
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	f	Facebook	AT	Austria	20	1	1611980	685000	9580	3000
FPÖ	FPÖ	169051073236170	Facebook	f	Facebook	AT	Austria	16	1	1510983	641999	12283	2999
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	f	Facebook	AT	Austria	23	1	1319972	551997	14776	3999
Wirtschaftskammer		125946327466544	Facebook	f	Facebook	AT	Austria	164	1	1310836	325000	19436	800
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	f	Facebook	AT	Austria	33	1	1156967	393000	8967	1700
Kialo		729627343834501	Facebook	f	Facebook	AT	Austria	355	1	1111243	386910	7255	1783
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	f	Facebook	AT	Austria	72	1	1075289	273548	6870	99
