advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	25_34	25-34	HU	Hungary	64	1	5003028	2367220	9656	4301
European Parliament		178362315106	Facebook	25_34	25-34	HU	Hungary	81	1	3062853	1350040	10781	3127
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	25_34	25-34	HU	Hungary	156	1	2504149	970683	4382	1510
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	25_34	25-34	HU	Hungary	86	1	2475987	1053471	1941	509
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	25_34	25-34	HU	Hungary	56	1	2349180	1049630	1619	655
Fidesz	Fidesz	9844779306	Facebook	25_34	25-34	HU	Hungary	89	1	1946955	899486	6008	2905
MSZP	MSZP	115388925185513	Facebook	25_34	25-34	HU	Hungary	93	1	1609348	654901	1960	752
Kialo		729627343834501	Facebook	25_34	25-34	HU	Hungary	303	1	1226165	497402	7427	1934
European Greens		141366725876424	Facebook	25_34	25-34	HU	Hungary	42	1	1130558	495056	3604	1019
European Commission		107898832590939	Facebook	25_34	25-34	HU	Hungary	17	1	1112445	496057	3752	1097
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	25_34	25-34	HU	Hungary	85	1	1040695	439662	2496	945
Greenpeace Magyarország		35634348348	Facebook	25_34	25-34	HU	Hungary	98	1	847743	340617	3301	161
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	25_34	25-34	HU	Hungary	57	1	830096	366401	1228	455
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	25_34	25-34	HU	Hungary	22	1	692609	300365	1235	570
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	25_34	25-34	HU	Hungary	38	1	641199	265144	1023	291
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	25_34	25-34	HU	Hungary	34	1	489659	182161	1554	596
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	25_34	25-34	HU	Hungary	28	1	458649	188426	820	274
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	25_34	25-34	HU	Hungary	14	1	428665	202133	1162	546
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	25_34	25-34	HU	Hungary	16	1	342989	128148	586	215
Dúró Dóra	Sipos 	191946490841225	Facebook	25_34	25-34	HU	Hungary	26	1	317766	132020	758	278
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	25_34	25-34	HU	Hungary	23	1	268809	111766	416	103
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	25_34	25-34	HU	Hungary	30	1	263322	99764	293	122
Clear-Lights.net		275503246276066	Facebook	25_34	25-34	HU	Hungary	40	1	225864	78343	1803	148
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	25_34	25-34	HU	Hungary	27	1	224986	83302	394	93
Erepublik		26897053321	Facebook	25_34	25-34	HU	Hungary	4	1	223344	109659	1108	216
