spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	AT	Austria	10520	1335	60002309	14507636	781368	20
50_100	50 - 100	AT	Austria	10756	1311	669272	188650	5535	564
100_1k	100 - 1k	AT	Austria	2288	489	98342866	37056554	652185	170109
1k_5k	1k - 5k	AT	Austria	185	58	28328701	12135727	335138	67317
5k_10k	5k - 10k	AT	Austria	13	8	2748208	1323641	32811	16290
10k_50k	10k - 50k	AT	Austria	1	1	12194	6097	542	108
